ID	ELEMENT_ID	ADDRESS
1702	1403	Москва, ул. Высокая, д. 18 А
1703	1403	Москва, ул. Нагатинская, д. 29, корп. 3
1704	1404	Москва, Нагатинская наб., д.16, корп. 2
1705	1405	Москва, Нагатинская наб., д.28, корп. 2
1706	1406	Москва, Пролетарский просп., д. 7, корп. 3
1707	1407	Москва, ул. Москворечье, д. 39
1708	1408	Москва, Каширское ш., д. 46, корп.
1709	1409	Москва, Каширское ш., д. 38, корп. 2
1710	1410	Москва, ул. Кировоградская, д. 18, корп. 4
1711	1410	Москва, ул. Чертановская, д. 21, корп. 4
1712	1411	Москва, ул. Кировоградская, д. 18
1713	1412	Москва, ул. Кировоградская, д. 20, корп. 4
1714	1413	Москва, ул. Днепропетровская, д. 5А
1715	1414	Москва, Варшавское ш., д. 126 А
1716	1414	Москва, Варшавское ш., д. 124 А
1717	1415	Москва, ул. Кировоградская, д. 5А
1718	1416	Москва, ул. Кировоградская, д. 9А
1719	1417	Москва, ул. Борисовские пруды, д. 11, корп.1
1720	1418	Москва, ул. Борисовские пруды, д. 19, корп. 3
1721	1419	Москва, ул. Борисовские пруды, д. 11, корп. 2
1722	1420	Москва, ул. Покровская, д. 35
1723	1421	Москва, ул. Рождественская, д. 21, корп.3
1724	1422	Москва, ул. 2-я Машиностроения, д. 3
1725	1423	Москва, ул. 1-я Машиностроения, д. 3/5А
1726	1424	Москва, ул. 1-я Машиностроения, д. 12, корп.2, стр.1
1727	1425	Москва, ул. Басовская, д. 7
1728	1426	Москва, Перовское ш., д.8
1729	1426	Москва, ул. 3-я Карачаровская, д. 3
1730	1427	Москва, Орехово-Зуевский пр., д.4
1731	1428	Москва, ул. Юных Ленинцев, д. 35, корп. 2, стр.1
1732	1428	Москва, ул. Юных Ленинцев, д. 35, корп. 2, стр.2
1733	1428	Москва, ул. Артюхиной, д.17
1734	1429	Москва, ул. 7-я Текстильщиков, д. 9, стр. 1
1735	1430	Москва, ул. Судакова, д. 29
1736	1430	Москва, ул. 3-я Курьяновская, д.2
1737	1431	Москва, ул. Гурьянова, д. 6, корп. 2
1738	1432	Москва, ул. Гурьянова, д. 8
1739	1433	Москва, Защитников Москвы просп., д. 9, корп. 2
1740	1433	Москва, Защитников Москвы просп., д. 3, корп. 2
1741	1434	Москва, ул. Покровская, д. 29
1742	1435	Москва, ул. Гурьянова, д. 33
1743	1436	Москва, ул. Гурьянова, д.71
1744	1437	Москва, Волгоградский просп., д. 107, корп.5
1745	1438	Москва, Волгоградский просп., д. 101, корп. 3
1746	1439	Москва, ул. 7-я Текстильщиков, д. 4А
1747	1440	Москва, ул. Чистова, д. 23, корп. 2
1748	1441	Москва, ул. 1-я Машиностроения, д. 2/7, корп.2
1749	1442	Москва, ул. Трофимова, д. 15
1750	1443	Москва, ул. Саратовская, д. 3, корп.3
1751	1444	Москва, 1-й Саратовский пр., д. 3А
1752	1445	Москва, 4-й Вешняковский пр., д. 6
1753	1446	Москва, 4-й Вешняковский пр., д. 3, стр. 1
1754	1447	Москва, Волгоградский просп., д. 74, корп. 4
1755	1448	Москва, ул. Юных Ленинцев, д. 40, корп. 4
1756	1449	Москва, ул. Маевок, д. 4
1757	1450	Москва, ул. Шатурская, д. 1
1758	1451	Москва, ул. Михайлова, д. 24, корп.3
1759	1452	Москва, ул. Ташкентская, д. 6
1760	1453	Москва, Ферганский проезд, д. 5, корп. 2
1761	1454	Москва, Волгоградский просп., д. 27
1762	1455	Москва, ул. Крутицкий Вал, д. 24
1763	1456	Москва, ул. Ферганская, д. 7
1764	1457	Москва, Рязанский просп., д. 68, корп. 2
1765	1458	Москва, Волгоградский просп., д. 157, корп. 4
1766	1459	Москва, Волгоградский просп., д. 157, корп. 3
1767	1460	Москва, ул. Васильцовский стан, д. 6
1768	1461	Москва, Волжский бульв, д. 16, корп. 2
1769	1462	Москва, ул. Басовская, д. 7
1770	1463	Москва, Перовское ш., д.8
1771	1463	Москва, ул. 3-я Карачаровская, д. 3
1772	1464	Москва, ул. Нижегородская, д. 67
1773	1465	Москва, ул. Подъемная, д.2
1774	1466	Москва, 1-й Курьяновский пр., д.14
1775	1467	Москва, ул. Батюнинская, д.9
1776	1468	Москва, ул. 1-я Курьяновская, д. 21
1777	1469	Москва, 2-й Южнопортовый пр., д.11, стр. 1,2
1778	1469	Москва, 2-й Южнопортовый пр., д.23, корп.2
1779	1469	Москва, ул. Трофимова, д.30, корп. 2
1780	1470	Москва, ул. Петра Романова, д. 16
1781	1471	Москва, ул. Авиамоторная, д.30А, корп.1
1782	1472	Москва, Танковый проезд, д.6
1783	1473	Москва, ул. Авиамоторная, д.30А
1784	1474	Москва, ул. Братиславская, д. 4
1785	1475	Москва, ул. Братиславская, д. 8, корп.1
1786	1476	Москва, 4-й Вешняковский проезд, д. 1, корп. 2
1787	1477	Москва, 1-й Вешняковский проезд, д. 6/10
1788	1478	Москва, ул. Белореченская, д. 36, корп. 1
1789	1479	Москва, ул. Белореченская, д. 36, корп. 2
1790	1480	Москва, ул. Верхние Поля, д.40, корп.2
1791	1481	Москва, ул. Белореченская, д.41, корп.3
1792	1481	Москва, ул. Белореченская, д.41, корп.4
1793	1482	Москва, ул. Верхние Поля, д. 38, корп.2
1794	1483	Москва, ул. Зеленодольская, д.32, корп.6
1795	1484	Москва, ул. Федора Полетаева, д.2, корп.8
1796	1485	Москва, ул. Федора Полетаева, д.2, корп.4
1797	1486	Москва, ул. Федора Полетаева, д.6, корп.2
1798	1487	Москва, ул. Окская, д.30, корп. 5
1799	1488	Москва, ул. Жигулевская, д.3, корп.2
1800	1489	Москва, ул. Федора Полетаева, д.6, корп.3
1801	1490	Москва, Тихорецкий бульв., д. 8а
1802	1490	Москва, ул. Ставропольская, д.54, корп. 3
1803	1490	Москва, Тихорецкий бульв., д. 10
1804	1491	Москва, ул. Ставропольская, д. 52, корп. 2
1805	1492	Москва, ул. Краснодарская, д. 53
1806	1493	Москва, ул. Краснодарская, д. 61
1807	1494	Москва, ул. Совхозная, д. 16, корп. 2
1808	1495	Москва, ул. Ставропольская, д. 72
1809	1496	Москва, Тихорецкий бульв., д.8
1810	1497	Москва, ул. Верхние поля, д. 47, корп. 1
1811	1498	Москва, Верхние поля, д. 47, корп. 2
1812	1499	Москва, ул. Перерва, д. 44
1813	1499	Москва, ул. Перерва, д. 42
1814	1500	Москва, ул. Перерва, д. 36
1815	1501	Москва, ул. Люблинская, д. 106
1816	1502	Москва, ул. Люблинская, д. 114
1817	1503	Москва, Новочеркасский бульв., д. 39
1818	1504	Москва, Новочеркасский бульв., д. 33
1819	1505	Москва, ул. Маршала Голованова, д. 3
1820	1506	Москва, ул. Белореченская, д. 11
1821	1507	Москва, ул. Белореченская, д. 23А
1822	1508	Москва, ул. Белореченская, д. 9
1823	1509	Москва, ул. Цимлянская, д. 26
1824	1510	Москва, ул. Цимлянская, д. 18
1825	1511	Москва, ул. 2-я Вольская, д. 7, корп. 2
1826	1512	Москва, ул. 2-я Вольская, д. 5, корп. 3
1827	1513	Москва, ул. Гурьянова, д.71
1828	1513	Москва, ул. Гурьянова, д. 3
1829	1514	Москва, ул. Гурьянова, д. 59
1830	1515	Москва, ул. Гурьянова, д. 45
1831	1516	Москва, ул. Гурьянова, д. 47
1832	1517	Москва, ул. Гурьянова, д. 63
1833	1518	Москва, ул. Гурьянова, д. 85
1834	1519	Москва, ул. Полбина, д. 18
1835	1520	Москва, ул. Шоссейная, д. 7
1836	1521	Москва, ул. Шоссейная, д. 1
1837	1522	Москва, ул. Шоссейная, д. 17
1838	1523	Москва, ул. Полбина, д. 28
1839	1524	Москва, ул. Маевок, д. 4
1840	1524	Москва, ул. Михайлова, д. 24 корп. 3
1841	1524	Москва, ул. Шатурская, д. 1
1842	1525	Москва, ул. Зарайская, д. 55
1843	1526	Москва, Рязанский просп., д. 45, корп. 2
1844	1526	Москва, Рязанский просп., д. 43, корп. 2
1845	1526	Москва, Рязанский просп., д. 43
1846	1527	Москва, ул. Зарайская, д. 22
1847	1528	Москва, 2-й Пятигорский пр., д. 5, корп. 1
1848	1528	Москва, ул. Луховицкая, д. 1/55
1849	1529	Москва, Спортивный пр., д. 3А
1850	1530	Москва, ул. Краснодонская, д. 1, корп. 2
1851	1531	Москва, ул. Белореченская, д. 36, корп. 1
1852	1531	Москва, ул. Белореченская, д. 36, корп. 2
1853	1532	Москва, Перервинский бульв., д. 17, корп.2
1854	1533	Москва, Перервинский бульв., д. 21, корп. 4
1855	1534	Москва, Перервинский бульв., д. 21, корп. 2
1856	1535	Москва, ул. Пронская, д. 4, корп.1
1857	1536	Москва, ул. Пронская, д. 5, корп.
1858	1537	Москва, ул. Пронская, д. 4, корп. 2
1859	1538	Москва, Рязанский просп., д. 82, корп. 4
1860	1539	Москва, Ташкентский пер., д. 7, корп. 3
1861	1540	Москва, ул. Ташкентская, д. 3, корп. 2
1862	1541	Москва, Рязанский просп., д. 80, корп. 4
1863	1542	Москва, Самаркандский бульв., д. 10, корп. 3
1864	1543	Москва, Перервинский бульв., д. 5, корп. 3
1865	1543	Москва, ул. Белореченская, д. 26, корп. 2
1866	1544	Москва, Перервинский бульв, д. 5, корп. 2
1867	1545	Москва, ул. Белореченская, д. 45, корп. 2
1868	1545	Москва, ул. Белореченская, д. 47, корп. 2
1869	1546	Москва, ул. Белореченская, д. 47, корп. 3
1870	1547	Москва, Новочеркасский бульв., д. 19
1871	1547	Москва, Новочеркасский бульв., д. 17
1872	1547	Москва, Новочеркасский бульв., д.17А
1873	1547	Москва, Новочеркасский бульв., д.11
1874	1547	Москва, ул. Донецкая, д. 3
1875	1547	Москва, ул. Маршала Голованова, д. 6
1876	1547	Москва, ул. Перерва, д.20
1877	1548	Москва, ул. Донецкая, д. 5
1878	1549	Москва, ул. Донецкая, д.21
1879	1549	Москва, ул. Донецкая, д.17
1880	1550	Москва, ул. Хлобыстова, д. 14, корп. 3
1881	1551	Москва, Рязанский просп., д. 89, корп. 3
1882	1551	Москва, Рязанский просп., д. 89, корп. 2
1883	1552	Москва, ул. Вострухина, д. 4, корп. 2
1884	1553	Москва, Мячковский бульв., д. 7, корп. 1
1885	1554	Москва, Мячковский бульв., д. 7, корп. 2
1886	1555	Москва, Мячковский бульв., д. 5, корп. 2
1887	1556	Москва, ул. Братиславская, д. 18, корп. 4
1888	1557	Москва, ул. Братиславская, д. 4,
1889	1557	Москва, ул. Братиславская, д. 8, корп. 1
1890	1558	Москва, ул. Перерва, д. 41,корп.2
1891	1559	Москва, ул. Верхние поля, д. 20
1892	1560	Москва, ул. Перерва, д.49,корп.2
1893	1561	Москва, ул. Перерва, д.35
1894	1562	Москва, ул. Артюхиной, д. 17
1895	1562	Москва, ул. Юных Ленинцев, д. 35, корп. 2, стр.1
1896	1562	Москва, ул. Юных Ленинцев, д. 35, корп. 2, стр.2
1897	1562	Москва, ул. 7-ая Текстильщиков, д. 9А, стр. 1
1898	1563	Москва, ул. Люблинская, д. 4
1899	1564	Москва, ул. Чистова, д. 10А
1900	1565	Москва, ул. Артюхиной, д. 25, корп. 4
1901	1566	Москва, ул. Малышева, д. 18, корп. 2
1902	1567	Москва, ул. Чистова, д. 23, корп. 2
1903	1567	Москва, ул. 7-я Текстильщиков, д. 4А
1904	1568	Москва, Ферганский пр., д. 10, корп. 5
1905	1569	Москва, Ферганский пр., д. 10, корп. 4
1906	1570	Москва, Самаркандский бульв., д. 17, корп.1, стр. 1
1907	1571	Москва, Танковый пр., д. 3А, стр.1
1908	1571	Москва, Танковый пр., д. 3А, стр.
1909	1572	Москва, Танковый пр., д. 6
1910	1573	Москва, Верхний Золоторожский пер., д. 2
1911	1574	Москва, ул. Волочаевская, д. 19/21
1912	1575	Москва, ул. Волочаевская, д. 36 А
1913	1576	Москва, Золоторожская наб., д. 36А, стр. 1
1914	1577	Москва, ул. Самокатная, д. 3/8, стр. 23
1915	1578	Москва, ул. Мариупольская, д. 3
1916	1579	Москва, ул. Судакова, д. 7, корп. 2
1917	1580	Москва, 40 лет Октября просп., д. 23
1918	1581	Москва, ул. Ферганская, д. 7
1919	1581	Москва, Рязанский просп., д. 68, корп. 2
1920	1582	Москва, ул. Сормовская, д. 6, корп. 2
1921	1583	Москва, Рязанский просп., д. 70, корп. 5
1922	1584	Москва, Рязанский просп., д. 70, корп. 4
1923	1585	Москва, ул. Академика Скрябина, д. 1, корп. 2
1924	1586	Москва, Батайский пр., д. 47
1925	1587	Москва, Батайский пр., д. 45
1926	1588	Москва, Новочеркасский бульв., д. 34
1927	1589	Москва, Батайский пр., д. 39
1928	1590	Москва, Батайский пр., д. 57
1929	1591	Москва, ул. Люблинская, д. 120
1930	1592	Москва, изучением экономики №506
1931	1592	Москва, ул. Трофимова, д. 13А
1932	1593	Москва, ул. Трофимова, д. 11
1933	1594	Москва, ул. Академика Скрябина д. 36, корп. 3
1934	1595	Москва, Волгоградский просп., д. 148, корп. 3
1935	1595	Москва, ул. Академика Скрябина, д. 36, корп. 2
1936	1596	Москва, ул. Юных Ленинцев, д. 103, корп. 2
1937	1597	Москва, ул. Юных Ленинцев, д. 107, корп. 2
1938	1598	Москва, ул. Ташкентская, д. 6
1939	1598	Москва, Ферганский пр., д. 5, корп. 2
1940	1599	Москва, Ферганский пр., д. 5, корп. 1
1941	1600	Москва, ул. Сормовская ул., д. 5
1942	1600	Москва, ул. Сормовская ул., д. 5, корп. 1
1943	1601	Москва, Ферганский пр., д. 9, корп. 3
1944	1602	Москва, Сормовская ул., д. 5, корп. 2
1945	1603	Москва, Волгоградский просп., д. 66, корп. 4
1946	1603	Москва, Волгоградский просп., д.68, корп.4
1947	1603	Москва, Волгоградский просп., д. 66, корп. 5
1948	1604	Москва, Волгоградский просп., д. 74, корп.4
1949	1604	Москва, ул. Юных Ленинцев, д. 40, корп. 4
1950	1605	Москва, ул. Юных Ленинцев, д. 45, корп. 2
1951	1606	Москва, Волжский бульв., д. 23, корп. 1
1952	1606	Москва, Волжский бульв., д. 13, корп. 1
1953	1607	Москва, ул. Маршала Чуйкова, д. 6, корп. 1
1954	1608	Москва, Волжский бульв., квартал 113А, корп. 6
1955	1609	Москва, Волжский бульв., квартал 114А, корп. 5
1956	1610	Москва, Волжский бульв., д. 37, корп. 2
1957	1610	Москва, ул. Юных Ленинцев, д. 48, корп. 2
1958	1611	Москва, ул. Юных Ленинцев, д. 45, корп. 3
1959	1612	Москва, ул. 6-я Кожуховская, д. 8
1960	1613	Москва, ул. 5-я Кожуховская, д. 27, корп. 1
1961	1614	Москва, ул. 5-я Кожуховская, д. 27, корп. 2
1962	1615	Москва, 3-й Кожуховский пр., д. 3А
1963	1615	Москва, 3-й Кожуховский пр., д. 3А, стр.2
1964	1616	Москва, ул. 6 -я Кожуховская, д. 29А, стр.1
1965	1616	Москва, ул. 5-я Кожуховская, д. 31
1966	1617	Москва, ул. Васильцовский стан, д. 6
1967	1617	Москва, Волжский бульв., д. 16, корп. 2
1968	1618	Москва, ул. Саратовская, д. 16а
1969	1618	Москва, ул. Саратовская, д. 14/1
1970	1619	Москва, Волжский бульв., д. 18, корп. 4
1971	1619	Москва, ул. Люблинская, д. 11, корп. 3
1972	1620	Москва, Волжский бульв., д. 18, корп. 3
1973	1621	Москва, ул. Окская, д. 5, корп. 2
1974	1622	Москва, ул. Привольная, д. 41
1975	1623	Москва, Жулебинский бульв., д. 30, корп. 2
1976	1624	Москва, 2-й Южнопортовый пр., д. 11, стр. 1
1977	1624	Москва, 2-й Южнопортовый пр., д. 11,стр. 2
1978	1624	Москва, 2-й Южнопортовый пр., д. 23, корп. 2
1979	1624	Москва, ул. Трофимова, д. 30, корп. 2
1980	1624	Москва, ул. Петра Романова, д. 16
1981	1625	Москва, ул. Трофимова, д. 30, корп. 1
1982	1626	Москва, ул. Привольная, д. 37
1983	1627	Москва, Жулебинский бульв., д. 28, корп. 2
1984	1628	Москва, Капотня, 5 квартал, д. 28
1985	1629	Москва, Капотня, 5-й квартал, д. 21
1986	1630	Москва, Капотня, 4-й квартал, д. 5
1987	1631	Москва, Капотня, 5-й квартал, д. 14
1988	1632	Москва, ул. Люблинская д. 173
1989	1632	Москва, ул. Люблинская д. 173А
1990	1633	Москва, ул. Люблинская, д.177
1991	1634	Москва, Марьинский бульв., д.6
1992	1635	Москва, ул. Полбина, д. 68, стр.1
1993	1636	Москва, ул. Шоссейная д. 53
1994	1637	Москва, ул. Шоссейная д.55
1995	1638	Москва, ул. Васильцовский стан, д. 4,
1996	1638	Москва, ул. Васильцовский стан, д. 3, корп. 2
1997	1639	Москва, Васильцовский пер., д. 4
1998	1640	Москва, Волжский бульв., квартал 95, корп. 4
1999	1641	Москва, ул. Басовская, д. 7
2000	1641	Москва, Перовское ш., д. 8, стр. 1
2001	1641	Москва, ул. 3-я Карачаровская, д. 3, стр. 1
2002	1641	Москва, Орехово-Зуевский пр., д. 4
2003	1642	Москва, Перовское ш., д. 8А
2004	1643	Москва, ул. Басовская, д.
2005	1644	Москва, Орехово-Зуевский пр., д. 24
2006	1645	Москва, Перервинский бульв., д. 20, корп. 1
2007	1645	Москва, Перервинский бульв., д. 16, корп. 1
2008	1646	Москва, Перервинский бульв., д. 20, корп. 2
2009	1647	Москва, Перервинский бульв., д. 16, корп. 2
2010	1648	Москва, Волгоградский просп., д. 157, корп. 4
2011	1648	Москва, Волгоградский просп., д. 157, корп. 3
2012	1649	Москва, ул. Федора Полетаева, д. 36, корп. 3
2013	1650	Москва, Есенинский бульв., д. 1/26, корп. 3
2014	1651	Москва, ул. Академика Скрябина, д. 28, корп. 3
2015	1652	Москва, ул. Армавирская, д. 4
2016	1653	Москва, ул. Таганрогская, д. 22
2017	1654	Москва, ул. Краснодонская, д. 37
2018	1655	Москва, ул. Полбина, д. 38
2019	1656	Москва, ул. Полбина д.44
2020	1657	Москва, ул. Шоссейная д.31 корп. 1
2021	1658	Москва, ул. Шоссейная д.39, стр. 1
2022	1659	Москва, Мячковский бульв., д.14, корп.3
2023	1660	Москва, Мячковский бульв., д.16, корп.2
2024	1661	Москва, ул. Ташкентская, д. 21, корп. 2
2025	1661	Москва, ул. Ташкентская, д. 18, корп. 3
2026	1662	Москва, Самаркандский бульв., д. 28, корп. 2
2027	1663	Москва, ул. Ташентская, д. 22, корп. 3
2028	1664	Москва, Самаркандский бульв., д. 24, корп. 4
2029	1665	Москва, Самаркандский бульв., д. 22, корп. 2
2030	1666	Москва, ул. Ташкентская, д. 27, корп. 4
2031	1667	Москва, Самаркандский бульв., д. 32, корп. 2
2032	1668	Москва, ул. Ферганская, д. 16, .к 3
2033	1668	Москва, ул. Сормовская, д. 17, корп. 8
2034	1669	Москва, ул. Люблинская, д. 167
2035	1670	Москва, Марьинский бульв., д. 5
2036	1671	Москва, ул. Донецкая, д. 14
2037	1671	Москва, ул. Донецкая, д. 14А
2038	1672	Москва, ул. Подольская, д. 15
2039	1672	Москва, ул. Подольская, д. 15А
2040	1673	Москва, ул. Подольская, д.29
2041	1674	Москва, ул. Подольская, д. 3
2042	1675	Москва, ул. Донецкая, д. 6
2043	1675	Москва, ул. Подольская, д. 19
2044	1676	Москва, ул. Маршала Полубоярова, д. 12
2045	1677	Москва, ул. Маршала Полубоярова, д. 6, корп. 2
2046	1678	Москва, ул. Генерала Кузнецова, д. 15, корп. 2
2047	1679	Москва, Волжский бульв., д. 6, корп. 3
2048	1680	Москва, Волжский бульв., д. 6, корп.4
2049	1681	Москва, Грайвороново квартал 90 А, корп.15
2050	1682	Москва, ул. Грайвороновская, д. 8, корп. 3
2051	1683	Москва, ул. Грайвороновская, д. 10, корп. 3
2052	1684	Москва, ул. Саратовская, д. 3, корп. 3
2053	1685	Москва, ул. 2-я Машиностроения, д. 3
2054	1685	Москва, ул. 1-я Машиностроения, д. 3/5 А
2055	1685	Москва, ул. 1-я Машиностроения, д. 12, корп. 2
2056	1686	Москва, ул. Шарикоподшипниковская, д. 30 А, корп. 2
2057	1687	Москва, ул. 1-я Машиностроения, д. 2/7, корп. 2
2058	1687	Москва, Трофимова ул., д. 15
2059	1688	Москва, Велозаводская ул., д. 9 А
2060	1689	Москва, ул. Авиаконструктора Миля, д. 18, корп.2
2061	1690	Москва, ул. Авиаконструктора Миля, д. 22, корп.
2062	1691	Москва, ул. Генерала Кузнецова, д. 27, корп.3
2063	1692	Москва, Жулебинский бульв., д. 38
2064	1693	Москва, ул. Привольная, д. 45
2065	1694	Москва, ул. Генерала Кузнецова, д. 28, корп. 2
2066	1695	Москва, ул. Привольная, д. 47, корп. 1
2067	1696	Москва, ул. Новомарьинская, д.7, корп.2
2068	1697	Москва, Мячковский бульв., д.10, корп. 2
2069	1698	Москва, ул. Люблинская, д.163/1, корп.1
2070	1699	Москва, ул. Перерва, д.52, корп.2
2071	1700	Москва, ул. Люблинская, д.159, корп.2
2072	1701	Москва, ул. Краснодонская, д. 38
2073	1701	Москва, ул. Краснодонская, д. 40
2074	1702	Москва, ул. Краснодонская, д. 44
2075	1703	Москва, ул. 1-я Вольская, д. 9, корп. 3
2076	1704	Москва, ул.1-я Вольская, д. 5
2077	1705	Москва, ул.1-я Вольская, д. 12, корп. 2
2078	1706	Москва, ул. 2-я Вольская, д.4
2079	1707	Москва, ул.1-я Вольская, д. 8, корп. 1
2080	1708	Москва, ул. 1-я Вольская, д. 22, корп. 2
2081	1709	Москва, ул. 1-я Вольская, д. 20, корп. 2
2082	1710	Москва, изучением английского языка № 1357
2083	1710	Москва, Перервинский бульв., д. 10, корп. 2
2084	1711	Москва, Перервинский бульв., д. 10, корп. 1
2085	1712	Москва, ул. Братиславская, д. 17, корп. 2
2086	1713	Москва, ул. Братиславская, д. 13, корп. 2
2087	1714	Москва, 4-й Вешняковский пр., д. 1, корп. 2
2088	1714	Москва, 1-й Вешняковский пр., д. 6/10
2089	1715	Москва, 4-й Вешняковский пр., д.6
2090	1715	Москва, 4-й Вешняковский пр., д.3, стр.1
2091	1716	Москва, ул. З-я Институтская, д.6, корп.2
2092	1716	Москва, ул. 3-я Институтская, д.12, корп.2
2093	1717	Москва, ул. 2-я Институтская, д.9
2094	1718	Москва, изучением немецкого языка №1222
2095	1718	Москва, ул. Нижегородская, д. 64, стр. 1
2096	1719	Москва, ул. Новохохловская, д. 8
2097	1720	Москва, ул. Нижегородская, д. 80, корп. 1
2098	1720	Москва, ул. Нижегородская, д. 80, корп. 2
2099	1721	Москва, ул. Юных Ленинцев, д. 68, корп. 2
2100	1722	Москва, ул. Маршала Чуйкова, д. 11, корп. 4
2101	1723	Москва, ул. Маршала Чуйкова, д. 9, корп. 5
2102	1724	Москва, ул. Белореченская, д. 8
2103	1724	Москва, ул. Верхние поля, д. 15, корп. 2
2104	1725	Москва, ул. Новороссийская, д. 36
2105	1726	Москва, ул. Новороссийская, д. 30, корп. 2
2106	1727	Москва, ул. Белореченская, д. 10, корп. 2
2107	1728	Москва, ул. Совхозная, д. 8А
2108	1729	Москва, ул. Верхние поля, д. 33, корп. 2
2109	1730	Москва, ул. Зеленодольская, д. 33, корп. 3
2110	1731	Москва, ул. Зеленодольская, д. 33, корп. 2
2111	1732	Москва, ул. Шумилова, д. 9
2112	1733	Москва, ул. Шумилова д. 2, корп. 2
2113	1734	Москва, ул. Зеленодольская, д. 13, корп.3
2114	1735	Москва, ул. Волгоградский просп., д. 137, корп.3
2115	1736	Москва, ул. Шумилова, д. 14, корп. 2
2116	1737	Москва, Волгоградский просп., д. 137, корп. 2
2117	1738	Москва, ул. Степана Шутова, д. 8, корп. 3, стр. 3
2118	1738	Москва, ул. Степана Шутова, д. 8, корп. 3, стр. 2
2119	1738	Москва, ул. Степана Шутова, д. 8, корп. 3, стр. 1
2120	1739	Москва, Ставропольский пр., д. 15
2121	1740	Москва, ул. Головачёва, д. 5, корп. 3
2122	1741	Москва, ул. Красноказарменная, д. 11
2123	1742	Москва, ул. Красноказарменная, д. 3, корп. 1
2124	1743	Москва, ул. Солдатская, д. 12А
2125	1744	Москва, ул. Энергетическая, д. 2
2126	1745	Москва, ул. Красноказарменная, д. 23
2127	1745	Москва, ул. Лефортовский Вал, д. 24А
2128	1746	Москва, ул. Красноказарменная, д. 19
2129	1747	Москва, ул. Авиамоторная, д. 4, корп.4
2130	1748	Москва, ул. 11-я Текстильщиков д.6
2131	1749	Москва, Волжский бульв., д. 34, корп. 1
2132	1750	Москва, ул. Краснодонская, д. 2, корп. 4
2133	1751	Москва, ул. Кубанская, д. 22, стр. 2
2134	1752	Москва, ул. Тихая, д. 3
2135	1753	Москва, 40 Лет Октября просп., д. 4, корп. 3
2136	1754	Москва, ул. Верхние поля, д.30
2137	1755	Москва, ул. Перерва, д. 61
2138	1756	Москва, ул. Братиславская, д. 9
2139	1757	Москва, ул. 1-я Текстильщиков, д.16
2140	1758	Москва, ул. 1-я Текстильщиков, д.13,
2141	1758	Москва, ул. Шкулева д.5 корп.1
2142	1759	Москва, ул. 8-я Текстильщиков, д. 14, корп.2
2143	1760	Москва, ул. 1-я Текстильщиков, д.11
2144	1761	Москва, ул. Артюхиной, д. 4, корп.2
2145	1762	Москва, ул. 1-я Новокузьминская, д. 21
2146	1762	Москва, ул. 4-я Новокузьминская, д.
2147	1763	Москва, 1-я Новокузьминская ул., д. 20, корп. 4
2148	1764	Москва, ул. Зеленодольская, д. 7, корп. 4
2149	1765	Москва, ул. 4-я Новокузьминская, д. 8, корп. 1
2150	1766	Москва, ул. Окская, д. 46, корп. 2
2151	1767	Москва, ул. Зеленодольская, д. 9, корп. 4
2152	1768	Москва, ул. Авиамоторная, д. 1
2153	1768	Москва, ул. Авиамоторная, д. 7
2154	1769	Москва, ул. 1-ая Синичкина, д. 2
2155	1769	Москва, ул. Лефортовский Вал д. 11/ 1, Лит.
2156	1770	Москва, ул. Сторожевая, д. 30А
2157	1771	Москва, ул. Сторожевая, д. 38А
2158	1772	Москва, ул. 2-ая Синичкина, д. 7
2159	1773	Москва, ул. Авиамоторная, д. 13
2160	1774	Москва, ул. Лонгиновская, д. 6
2161	1775	Москва, ул. Ухтомская, д. 4А
2162	1776	Москва, ул. Лонгиновская, д. 10А
2163	1777	Москва, ул. Ухтомская, д. 19
2164	1777	Москва, Юрьевский пер., д. 8А
2165	1778	Москва, ул. Авиамоторная, д. 30а, корп. 1
2166	1778	Москва, ул. Судакова, д. 16/47, корп. 1
2167	1779	Москва, ул. Авиамоторная, д. 32
2168	1780	Москва, ул. 3-я Кабельная, д.3
2169	1781	Москва, Лермонтовский просп., д. 14, корп. 2
2170	1782	Москва, Лермонтовский просп., д. 14, корп. 3
2171	1783	Москва, ул. Моршанская, д. 2, корп. 2
2172	1784	Москва, Хвалынский бульв., д. 4, корп. 4
2173	1785	Москва, Хвалынский бульв., д. 4, корп. 3
2174	1786	Москва, ул. Привольная, д. 17, корп. 1
2175	1787	Москва, ул. Привольная, д. 17, корп. 2
2176	1788	Москва, ул.Привольная, д. 9, корп. 4
2177	1789	Москва, ул. Маршала Полубоярова, д. 22
2178	1790	Москва, ул. Авиаконструктора Миля, д. 13, корп.2
2179	1791	Москва, ул. Маршала Полубоярова, д. 24, корп. 4
2180	1792	Москва, ул. Зеленодольская, д. 41, корп. 3
2181	1793	Москва, Есенинский бульв., д. 14, корп. 2
2182	1793	Москва, ул. Юных Ленинцев, д. 83, корп. 2
2183	1794	Москва, ул. Юных Ленинцев, д. 75, корп. 2
2184	1795	Москва, Волгоградский просп., д. 104, корп. 2
2185	1796	Москва, ул. Окская, д. 16, корп. 3
2186	1796	Москва, ул. Окская, д. 14, корп. 3
2187	1797	Москва, Волгоградский просп., д. 103, корп. 6
2188	1798	Москва, Волгоградский просп., д. 107, корп. 5
2189	1798	Москва, Волгоградский просп., д. 101, корп. 3
2190	1799	Москва, ул. Краснодарская, д. 45/11
