ID	NAME	ADDRESS	TYPE	OKRUG
319	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1837	Москва, улица Каргопольская, дом 15, корпус 1	Государственные учреждения	Северо-Восточный административный округ 
320	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 402	Москва, улица Декабристов, дом 36а	Государственные учреждения	Северо-Восточный административный округ 
321	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 758	Москва, Заревый проезд, дом 8, корпус 2	Государственные учреждения	Северо-Восточный административный округ 
322	"Автономная негосударственная организация Образовательный центр ""Ступени"""		Негосударственные учреждения	Северо-Восточный административный округ 
323	"Автономная некоммерческая организация ""Центр развития детей ""МИР ДЕТСТВА"""		Негосударственные учреждения	Северо-Восточный административный округ 
324	"Дошкольное образовательное учреждение №1369 ""Умники"" при Московской финансово-юридической академии"	Москва, ул. Плещеева, д. 16А	Негосударственные учреждения	Северо-Восточный административный округ 
325	"Негосударственное дошкольное образовательное учреждение Детский сад №34 открытого акционерного общества ""Российские железные дороги"""	Москва, ул. Летчика Бабушкина, д 8А	Негосударственные учреждения	Северо-Восточный административный округ 
326	"Негосударственное образовательное учреждение Центр интеллектуально-эстетического развития детей ""Антошка"""	Москва, Кондратюка ул., д. 6А	Негосударственные учреждения	Северо-Восточный административный округ 
327	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №733	Москва, ул. Исаковского, д. 22, корп. 2	Государственные учреждения	Северо-Западный административный округ
328	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1259	Москва, ул. Маршала Катукова, д. 25, корп. 2	Государственные учреждения	Северо-Западный административный округ
329	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2447	Москва, Ангелов переулок, д. 7, корп. 2	Государственные учреждения	Северо-Западный административный округ
330	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2510	Москва, Новокуркинское шоссе, д. 51	Государственные учреждения	Северо-Западный административный округ
331	"Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 734 ""Пчелка"""	Москва, Волоколамский проезд дом 5 корп 3	Государственные учреждения	Северо-Западный административный округ
332	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 9	Москва, Карамышевская набережная, д. 26, корп. 2	Государственные учреждения	Северо-Западный административный округ
333	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1903	Москва, ул. Туристская, д. 19, корп. 6.	Государственные учреждения	Северо-Западный административный округ
334	"Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2320 ""Маленькая страна"""	Москва, ул. Дубравная, д. 38, корп. 1	Государственные учреждения	Северо-Западный административный округ
335	Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1782	Москва, ул. Барышиха, д. 42, корп. 1	Государственные учреждения	Северо-Западный административный округ
336	"Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2380 ""Жемчужинка"""	Москва, Пятницкое ш., д. 16, к.3	Государственные учреждения	Северо-Западный административный округ
337	"Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка – детский сад № 2534 ""Золотой ключик"""	Москва, ул. Барышиха, д. 20, к.1	Государственные учреждения	Северо-Западный административный округ
338	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2662	Москва, Проспект Маршала Жукова, д. 43, к.4	Государственные учреждения	Северо-Западный административный округ
339	Государственное образовательное учреждение Детский сад №1624	Маршала Тухачевского улица, 45 к.2	Государственные учреждения	Северо-Западный административный округ
340	"Негосударственное образовательное учреждение ""Детский сад ""Аленушка"""		Негосударственные учреждения	Северо-Западный административный округ
341	"Негосударственное образовательное учреждение Прогимназия ""Белоснежка"""	Москва, Куркинское шоссе, дом 42, корпус 3	Негосударственные учреждения	Северо-Западный административный округ
342	"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Морозко"""	Москва, ул. Расплетина 17/2	Негосударственные учреждения	Северо-Западный административный округ
343	Негосударственное образовательное учреждение учебный центр “Росинка”		Негосударственные учреждения	Северо-Западный административный округ
344	"Негосударственное образовательное учреждение Школа ""Союз"""	Москва, ул. Героев панфиловцев, д. 5 к. 37	Негосударственные учреждения	Северо-Западный административный округ
345	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 878	Москва, Петровский бульвар, д.8, стр. 4, 5	Государственные учреждения	Центральный административный округ
346	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1021	Москва, ул.Трифоновская ,д.45 А, стр.1	Государственные учреждения	Центральный административный округ
347	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1089	Москва, ул. Б. Пироговская, д. 53/55	Государственные учреждения	Центральный административный округ
348	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1122	Москва, Большой Тишинский пер., д.26/13	Государственные учреждения	Центральный административный округ
349	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1131	Москва, Трифоновская ул., д.34-2	Государственные учреждения	Центральный административный округ
350	Государственное бюджетное образовательное учреждение города Москвы детский сад № 153	Москва, Ружейный пер, д.8	Государственные учреждения	Центральный административный округ
351	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1874	Москва, Крестьянская площадь, дом 10/2	Государственные учреждения	Центральный административный округ
352	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1926	Москва, Большой Предтеченский переулок, дом24	Государственные учреждения	Центральный административный округ
353	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1929	Москва, Шелепихинское шоссе, д.13, корп.2 А	Государственные учреждения	Центральный административный округ
354	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1931	Москва, пер. Большой Кондратьевский, д 4, стр.1.	Государственные учреждения	Центральный административный округ
355	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1939	Москва, ул. Вековая, д.10.	Государственные учреждения	Центральный административный округ
356	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2091	Москва, Волгоградский пр-т, д. 17A	Государственные учреждения	Центральный административный округ
357	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2352	Москва, Погодинская ул., дом 20/3, стр. 1	Государственные учреждения	Центральный административный округ
358	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2580	Москва, ул.Нижегородская, д.19	Государственные учреждения	Центральный административный округ
359	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2619	Москва, Ружейный пер., д.3	Государственные учреждения	Центральный административный округ
360	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2647	Москва, Новопресненский пер., дом 6	Государственные учреждения	Центральный административный округ
361	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2718	Москва Тихвинский переулок д. 16, стр.1	Государственные учреждения	Центральный административный округ
362	Государственное бюджетное образовательное учреждение города Москвы детский сад № 732	Москва, Мароновский пер.,д.15, стр.1	Государственные учреждения	Центральный административный округ
363	Государственное бюджетное образовательное учреждение города Москвы детский сад № 74	Москва, ул. Новослободская, д.51	Государственные учреждения	Центральный административный округ
364	Государственное бюджетное образовательное учреждение города Москвы детский сад №1277	Москва, ул. Мещанская, д. 13	Государственные учреждения	Центральный административный округ
365	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 492	Москва, Крестьянская площадь, д.2А, стр.1	Государственные учреждения	Центральный административный округ
366	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 584	Москва, Угловой пер., д.6, стр. 2	Государственные учреждения	Центральный административный округ
367	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1003	Москва, Скатертный пер., д.27	Государственные учреждения	Центральный административный округ
368	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1042	Москва, ул. Русаковская, д.7-9, стр.3	Государственные учреждения	Центральный административный округ
369	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 115	Москва, ул. Верхняя Красносельская д. 20а	Государственные учреждения	Центральный административный округ
370	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1186	Москва,Волгоградский проспект, д.11, корп. 2	Государственные учреждения	Центральный административный округ
371	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1192	Москва, Самотечная улица, дом 17а	Государственные учреждения	Центральный административный округ
372	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1420	Москва, ул. Б. Полянка, д. 30, корп. 2	Государственные учреждения	Центральный административный округ
373	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1465	Москва, Стрельбищенский пер., дом 21А	Государственные учреждения	Центральный административный округ
374	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1497	Москва, ул. Фадеева, дом 2, строение 2	Государственные учреждения	Центральный административный округ
375	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1825	Москва, ул. Пятницкая, дом 54, стр.3	Государственные учреждения	Центральный административный округ
376	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1921	Москва, Нововоротниковский пер., д. 6	Государственные учреждения	Центральный административный округ
377	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1951	Москва, Оружейный переулок, дом 25, строение 1а	Государственные учреждения	Центральный административный округ
378	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2009	Москва, Шелепихинская наб., д.12, стр.2	Государственные учреждения	Центральный административный округ
379	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2022	Москва, Садовническая набережная д.13	Государственные учреждения	Центральный административный округ
380	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2032	Москва, Малый Златоустинский пер., д.7, стр.2	Государственные учреждения	Центральный административный округ
381	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2299	Москва, Хомутовский тупик, д. 6, стр. 5	Государственные учреждения	Центральный административный округ
382	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2556	Москва, Большой Факельный переулок, дом 21.	Государственные учреждения	Центральный административный округ
383	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2634	Москва, 1-ый Добрынинский пер., д.9	Государственные учреждения	Центральный административный округ
384	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2640	Москва, ул.Рабочая, д.10	Государственные учреждения	Центральный административный округ
385	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 268	Москва, Шмитовский проезд, д.9	Государственные учреждения	Центральный административный округ
386	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 288	Москва, Ковров пер, д.3	Государственные учреждения	Центральный административный округ
387	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 334	Москва, ул.Б.Грузинская, д.60, стр.2	Государственные учреждения	Центральный административный округ
388	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 585	Москва, ул. 1905 года, д. 4, стр. 1	Государственные учреждения	Центральный административный округ
389	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 644	Москва, Тихий тупик, д. 2	Государственные учреждения	Центральный административный округ
390	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 652	Москва, Большой Кондратьевский переулок, д.5 стр.1	Государственные учреждения	Центральный административный округ
391	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 669	Москва, 7-ой Ростовский пер.,д.16	Государственные учреждения	Центральный административный округ
392	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 809	Москва, Шмитовский проезд, д.42, к.2	Государственные учреждения	Центральный административный округ
393	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1184	Москва, Даев переулок, 16 стр.9	Государственные учреждения	Центральный административный округ
394	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №284	Москва, ул. Ольховская, д.43	Государственные учреждения	Центральный административный округ
395	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №49		Государственные учреждения	Центральный административный округ
396	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №992	Добровольческая улица, 28,стр.1	Государственные учреждения	Центральный административный округ
397	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1183	Москва, ул. Плющиха, д.16, к. 3	Государственные учреждения	Центральный административный округ
398	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1189	Москва, Трифоновская ул., д.31а	Государственные учреждения	Центральный административный округ
399	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1472	Москва, ул. 1-я Фрунзенская. д.6 А	Государственные учреждения	Центральный административный округ
400	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2204	Москва, ул. Шаболовка, д. 19 а	Государственные учреждения	Центральный административный округ
401	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 224	Москва, Большой Каретный пер, д.22, стр.5	Государственные учреждения	Центральный административный округ
402	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 342	Москва, ул. Малая Грузинская, д.16	Государственные учреждения	Центральный административный округ
403	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 420	Москва, ул. Зоологическая, д.17	Государственные учреждения	Центральный административный округ
404	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 749	Москва,Стрельбищенский пер., д.11 А	Государственные учреждения	Центральный административный округ
405	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 802	Москва, Николоямской пер., д.3 А, кор. 2	Государственные учреждения	Центральный административный округ
406	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1257	Москва, Звенигородское шоссе, д.3А, стр.1	Государственные учреждения	Центральный административный округ
407	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 3	Москва, Богословский пер., д.10, стр.1	Государственные учреждения	Центральный административный округ
408	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 304	Москва, ул.Воронцово поле,д.5/7,стр.2	Государственные учреждения	Центральный административный округ
409	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 41	Москва, ул. Тверская, д.28, к.3	Государственные учреждения	Центральный административный округ
410	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 45	Москва, ул. Малая Бронная, дом 15, корпус 1.	Государственные учреждения	Центральный административный округ
411	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 521	Москва, Зоологический переулок, д.10	Государственные учреждения	Центральный административный округ
412	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по познавательно - речевому развитию детей №1589	Москва, Напрудный пер., д.13	Государственные учреждения	Центральный административный округ
413	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно- эстетическому развитию детей № 1144	Москва, Малая Бронная ул., д.13, стр.2	Государственные учреждения	Центральный административный округ
414	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1678	Москва, пер. Васнецова, д.2	Государственные учреждения	Центральный административный округ
415	Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка - детский сад № 1786	Москва, Б. Трехгорный пер., д.8	Государственные учреждения	Центральный административный округ
416	"Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1842 ""Пересвет"""	Москва, ул. Б. Грузинская, д. 67, стр. 1	Государственные учреждения	Центральный административный округ
417	Государственное бюджетное образовательное учреждение города Москвы Центр развития ребёнка - детский сад № 2364	Москва, ул. Зоологическая, д.26, стр.2	Государственные учреждения	Центральный административный округ
418	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2511	Москва, ул.Большая Декабрьская, д.10	Государственные учреждения	Центральный административный округ
419	Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка - детский сад № 2548	Москва, Большая Декабрьская ул., д.1А	Государственные учреждения	Центральный административный округ
420	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 255	Москва, Глубокий пер, д.3	Государственные учреждения	Центральный административный округ
421	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 643	Москва, ул. Рабочая, д.35, к.2	Государственные учреждения	Центральный административный округ
422	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад №1827	Москва, ул. М. Каменщики, д.18	Государственные учреждения	Центральный административный округ
423	Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка-детский сад № 516	Москва, 1-ая Миусская ул., д.18	Государственные учреждения	Центральный административный округ
424	Автономная некоммерческая образовательная организация Начальная школа - детский сад «Радуга»	Москва, Комсомольский просп., д.45	Негосударственные учреждения	Центральный административный округ
425	"Автономная некоммерческая организация дошкольного образования Детский сад ""В гостях у сказки"""		Негосударственные учреждения	Центральный административный округ
426	"Автономная некоммерческая организация средняя образовательная школа ""Димитриевская"""	Москва, просп. Ленинский, д. 8, корп 12	Негосударственные учреждения	Центральный административный округ
427	"Негосударственное дошкольное образовательное учреждение Детский сад №33 открытого акционерного общества ""Российские железные дороги"""	Москва, ул. Новогорожская, д. 26	Негосударственные учреждения	Центральный административный округ
428	"Негосударственное дошкольное образовательное учреждение Детский сад №37 открытого акционерного общества ""Российские железные дороги"""	Москва, ул. Трифоновская 51В	Негосударственные учреждения	Центральный административный округ
429	Негосударственное общеобразовательное учреждение детский сад “Топ-топ”	Москва, ул. Миусская 2-я д9 к.1	Негосударственные учреждения	Центральный административный округ
430	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1766	Москва, улица Верхняя Хохловка, дом 35	Государственные учреждения	Юго-Восточный административный округ
431	Государственное бюджетное образовательное учреждение города Москвы детский сад № 134	Москва, Перовское шоссе, дом 8-а	Государственные учреждения	Юго-Восточный административный округ
432	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2609	Москва, Волгоградский проспект, дом 92, корпус 2	Государственные учреждения	Юго-Восточный административный округ
433	Государственное бюджетное образовательное учреждение города Москвы детский сад № 395	Москва, улица Басовская, дом 3	Государственные учреждения	Юго-Восточный административный округ
434	Государственное бюджетное образовательное учреждение города Москвы детский сад № 550	Москва, Орехово-Зуевский проезд, дом 24	Государственные учреждения	Юго-Восточный административный округ
435	Государственное бюджетное образовательное учреждение города Москвы детский сад № 692	Москва, Капотня, 3-ий квартал, дом 23	Государственные учреждения	Юго-Восточный административный округ
436	Государственное бюджетное образовательное учреждение города Москвы детский сад №2723		Государственные учреждения	Юго-Восточный административный округ
437	Государственное бюджетное образовательное учреждение города Москвы детский сад №2725		Государственные учреждения	Юго-Восточный административный округ
438	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2314	Москва, Мячковский бульвар, дом 18, корп.2	Государственные учреждения	Юго-Восточный административный округ
439	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2334	Москва, Марьинский бульвар, дом 8	Государственные учреждения	Юго-Восточный административный округ
