"ID","OKRUG","TYPE","NAME","SHORT_NAME"
403,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 436",
404,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 623",
405,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1367",
406,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 439",
407,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 481 им. Маршала Советского Союза И.Х. Баграмяна",
408,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 493",
409,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2056",
410,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы вечерняя (сменная) общеобразовательная школа № 185",
411,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия  № 1562 имени Артема Боровика",
412,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 329",
413,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1987",
414,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1716 «Эврика-Огонек»","Сокращенное наименование: ГБОУ СОШ №1716 «Эврика-Огонек»  "
415,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1599","Сокращенное наименование: ГБОУ гимназия №1599"
416,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 572 ","Сокращенное наименование: ГБОУ СОШ № 572"
417,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2012 ","Сокращенное наименование: ГБОУ СОШ № 2012"
418,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2087 «Многопрофильный образовательный комплекс «Открытие»","Сокращенное наименование: ГБОУ СОШ №2087"
419,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 460 ","Сокращенное наименование: ГБОУ СОШ № 460"
420,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1595","Сокращенное наименование: ГБОУ гимназия № 1595"
421,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 519","Сокращенное наименование: ГБОУ СОШ № 519"
422,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 773","Сокращенное наименование: ГБОУ СОШ № 773"
423,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №777","Сокращенное наименование: ГБОУ СОШ № 777"
424,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №335","Сокращенное наименование: ГБОУ СОШ № 335"
425,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1987","Сокращенное наименование: ГБОУ СОШ № 1987"
426,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1359","Сокращенное наименование: ГБОУ СОШ № 1359"
427,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1363","Сокращенное наименование: ГБОУ СОШ № 1363"
428,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1423","Сокращенное наименование: ГБОУ СОШ № 1423"
429,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1989 «Центр образования»","Сокращенное наименование: ГБОУ СОШ № 1989 «Центр образования»"
430,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия №491 «Марьино»","Сокращенное наименование: ГБОУ гимназия №491 «Марьино»"
431,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 398","Сокращенное наименование: ГБОУ СОШ № 398"
432,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа Российско-Словацкой дружбы № 1934","Сокращенное наименование: ГБОУ СОШ Российско-Словацкой дружбы № 1934"
433,"Юго-Восточный административный округ","присоединение
","Государственное бюджетное образовательное учреждение города Москвы гимназия №1562 имени Артёма Боровика ","Сокращенное наименование: ГБОУ гимназия № 1562"
434,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 654 имени А.Д. Фридмана","Сокращенное наименование: ГБОУ СОШ № 654 имени А.Д. Фридмана"
435,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1393 «Школа РОСТ»","Сокращенное наименование: ГБОУ СОШ № 1393 «Школа РОСТ»"
436,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 415","Сокращенное наименование: ГБОУ СОШ № 415"
437,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 338","Сокращенное наименование: ГБОУ СОШ № 338"
438,"Юго-Восточный административный округ","присоединение
","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 436","Сокращенное наименование: ГБОУ СОШ № 436"
439,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1394 «Воспитательно-образовательный центр «На набережной»»","Сокращенное наименование: ГБОУ СОШ № 1394"
440,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 506","Сокращенное наименование: ГБОУ СОШ № 506"
441,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 778","Сокращенное наименование: ГБОУ СОШ № 778"
442,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1597","Сокращенное наименование: ГБОУ гимназия № 1597"
443,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 641 имени Сергея Есенина ","Сокращенное наименование: ГБОУ СОШ № 641 имени С. Есенина"
444,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 509","Сокращенное наименование: ГБОУ СОШ № 509"
445,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 485","Сокращенное наименование: ГБОУ СОШ № 485"
446,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 1367","Сокращенное наименование: ГБОУ лицей № 1367"
447,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 1908","Сокращенное наименование: ГБОУ СОШ № 1908"
448,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2056","Сокращенное наименование: ГБОУ СОШ № 2056"
449,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1460","Сокращенное наименование: ГБОУ СОШ № 1460"
450,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1996","Сокращенное наименование: ГБОУ СОШ № 1996"
451,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1043","Сокращенное наименование: ГБОУ СОШ № 1043"
452,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 918","Сокращенное наименование: ГБОУ СОШ № 918"
453,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1421","Сокращенное наименование: ГБОУ СОШ № 1421"
454,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 439","Сокращенное наименование: ГБОУ СОШ № 439"
455,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1959 «Дети мира»","Сокращенное наименование: ГБОУ СОШ № 1959"
456,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 623","Сокращенное наименование: ГБОУ СОШ № 623"
457,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 775","Сокращенное наименование: ГБОУ СОШ № 775"
458,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1256 ","Сокращенное наименование: ГБОУ СОШ № 1256"
459,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1566","Сокращенное наименование: ГБОУ гимназия № 1566"
460,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1420","Сокращенное наименование: ГБОУ СОШ № 1420"
461,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1904","Сокращенное наименование: ГБОУ СОШ № 1904"
462,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1049","Сокращенное наименование: ГБОУ СОШ № 1049"
463,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1909","Сокращенное наименование: ГБОУ СОШ № 1909"
464,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2088 «Грайвороново»","Сокращенное наименование: ГБОУ СОШ № 2088"
465,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 513","Сокращенное наименование: ГБОУ СОШ № 513"
466,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1935","Сокращенное наименование: ГБОУ СОШ № 1935"
467,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 1793 «Жулебино»","Сокращенное наименование: ГБОУ лицей № 1793"
468,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1493 ","Сокращенное наименование: ГБОУ СОШ № 1493"
469,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1877 «Люблино»","Сокращенное наименование: ГБОУ СОШ № 1877"
470,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2089","Сокращенное наименование: ГБОУ СОШ № 2089"
471,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1366","Сокращенное наименование: ГБОУ СОШ № 1366"
472,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1357","Сокращенное наименование: ГБОУ СОШ № 1357"
473,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 329","Сокращенное наименование: ГБОУ СОШ № 329"
474,"Юго-Восточный административный округ","присоединение ","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1222 ","Сокращенное наименование: ГБОУ СОШ № 1222"
475,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова","Сокращенное наименование: ГБОУ СОШ № 479"
476,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2010 имени Героя Советского Союза М.П.Судакова","Сокращенное наименование: ГБОУ СОШ № 2010"
477,"Юго-Восточный административный округ","слияние","Государственного бюджетного образовательного учреждения города Москвы средней общеобразовательной школы с углубленным изучением английского языка № 1208 имени Героя Советского Союза М.С. Шумилова","Сокращенное наименование: ГБОУ СОШ № 1208"
478,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 913 имени Героя Советского Союза С.Ф. Шутова","Сокращенное наименование: ГБОУ СОШ № 913 "
479,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 417 ","Сокращенное наименование: ГБОУ СОШ № 417"
480,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 484 имени дважды Героя Советского Союза В.И. Попкова","Сокращенное наименование: ГБОУ СОШ № 484 имени дважды Героя Советского Союза В.И. Попкова"
481,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным русским компонентом образования № 1148 имени Ф.М.Достоевского","Сокращенное наименование: ГБОУ СОШ № 1148 имени Ф.М.Достоевского"
482,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1968","Сокращенное наименование: ГБОУ СОШ № 1968"
483,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 687 ","Сокращенное наименование: ГБОУ СОШ № 687"
484,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2090","Сокращенное наименование: ГБОУ СОШ № 2090"
485,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 424","Сокращенное наименование: ГБОУ СОШ № 424"
486,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 733","Сокращенное наименование: ГБОУ СОШ № 733"
487,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1321 «Ковчег»","Сокращенное наименование: ГБОУ СОШ № 1321 «Ковчег»"
488,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1738 имени авиаконструктора М.Л. Миля","Сокращенное наименование: ГБОУ СОШ № 1738"
489,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1457","Сокращенное наименование: ГБОУ СОШ № 1457"
490,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1084","Сокращенное наименование: ГБОУ СОШ № 1084"
491,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1905","Сокращенное наименование: ГБОУ СОШ № 1905"
492,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2091","Сокращенное наименование: ГБОУ СОШ № 2091"
493,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 825 ","Сокращенное наименование: ГБОУ СОШ № 825"
494,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 393","Сокращенное наименование: ГБОУ СОШ № 393"
495,"Юго-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2092 имени И.Н. Кожедуба","Сокращенное наименование: ГБОУ СОШ № 2092"
496,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1274 имени В.В.Маяковского","Сокращенное наименование: ГБОУ гимназия № 1274"
497,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы лицей № 1524","Сокращенное наименование: ГБОУ лицей № 1524"
498,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 499","Сокращенное наименование: ГБОУ СОШ № 499"
499,"Юго-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 481 имени Маршала Советского Союза имени И.Х. Баграмяна ","Сокращенное наименование: ГБОУ СОШ № 481"
500,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1206",
501,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 536",
502,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) общеобразовательная школа-интернат VIII вида № 108",
503,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 53",
504,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1104",
505,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 45 имени Л.И. Мильграма",
506,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №549",
507,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1361",
508,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 9",
509,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 535",
510,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад № 1392",
511,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад № 2486",
512,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2558",
513,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1276",
514,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад № 1448",
515,"Юго-Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1388",
516,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 658",
517,"Юго-Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1100",
518,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1174",
519,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучение информатики и математики № 7",
520,"Юго-Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 120",
