OBJECTID;ID;NAME;NUMB;TYPE;CURRENT_USE;ADDRESS;OKRUG;RAYON;COMPLEX_ID
522;372;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №153;153;школа;;125445, г. Москва, Прибрежный проезд, д.12;САО;Левобережный;190
523;373;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №155;155;школа;;125040, г. Москва ул. Правды, д. 1а;САО;Беговой;206
524;374;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №156;156;школа;;117463, г.Москва, улица Паустовского, дом 5, корпус 2;ЮЗАО;Ясенево;580
525;375;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №158;158;школа;;124445, г. Москва, Валдайский проезд, дом 14;САО;Левобережный;190
527;376;Государственное бюджетное образовательное учреждение города Москвы прогимназия №130;130;прогимназия;начальная школа;123423, г. Москва, ул. Народного Ополчения, д. 22, к.4;СЗАО;Хорошёво-Мнёвники;78
526;376;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1605;1605;школа;;123423, г. Москва, ул. Народного Ополчения, д. 22, к.4;СЗАО;Хорошёво-Мнёвники;78
529;377;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1623;1623;школа;начальная школа;117587 г. Москва, Варшавское шоссе, дом 126А;ЮАО;Чертаново Северное;385
528;377;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1623;1623;школа;средняя школа;117587 г. Москва, Варшавское шоссе, дом 126А;ЮАО;Чертаново Северное;385
1054;378;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №163;163;школа;;127238, г. Москва,  Линейный проезд, д. 11;САО;Тимирязевский;167
530;379;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1640;1640;школа;;115477 г. Москва, ул. Бехтерева д.17а;ЮАО;Царицыно;337
1056;380;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1652;1652;школа;;ул.Верхняя Красносельская, д. 30;ЦАО;Красносельский;44
532;381;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №167 имени Маршала Л.А.Говорова;167;школа;;125565, г. Москва, ул. Ленинградское шоссе, д. 94А;САО;Левобережный;194
531;381;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №692;692;школа;;125565, г. Москва, ул. Ленинградское шоссе, д. 94А;САО;Левобережный;194
533;382;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1688;1688;школа;;107065, г.Москва, ул. Камчатская, д.6;ВАО;Гольяново;645
536;383;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1692;1692;школа;начальная школа;124575, г. Москва, Зеленоград, корп. 1016;ЗелАО;Силино;807
535;383;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1853;1853;школа;начальная школа;124575, г. Москва, Зеленоград, корп. 1005А;ЗелАО;Силино;807
537;384;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №17;17;школа;;117279, г. Москва, ул. Введенского, д.28;ЮЗАО;Коньково;557
538;385;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №171;171;школа;начальная школа;119146 г. Москва, 2-ая Фрунзенская ул., д. 7А;ЦАО;Хамовники;34
539;385;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №171;171;школа;средняя школа;119146 г. Москва, 2-ая Фрунзенская ул., д. 7А;ЦАО;Хамовники;34
541;386;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1716 «Эврика-Огонек»;1716;школа;;109451, Москва, улица Верхние поля, дом 40, корпус 2;ЮВАО;Марьино;414
543;387;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №172;172;школа;начальная школа;125481, г. Москва, ул. Фомичевой, д. 5, кор.1;СЗАО;Северное Тушино;131
544;388;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1726;1726;школа;;121170, Москва ул.Дениса Давыдова д.5;ЗАО;Дорогомилово;707
547;388;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №711;711;школа;;121170, Москва ул.Дениса Давыдова д.5;ЗАО;Дорогомилово;707
548;389;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1738 имени авиаконструктора М.Л. Миля;1738;школа;;109153, г. Москва, ул. Лермонтовский проспект, дом 14, корпус 2;ЮВАО;Выхино-Жулебино;488
552;390;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1810;1810;начальная школа;начальная школа;124683, г. Москва, Зеленоград, корп. 1555;ЗелАО;Крюково;795
551;390;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1739;1739;школа;;124683, г. Москва, Зеленоград, корп. 1555;ЗелАО;Крюково;795
554;391;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1740;1740;школа;;124683, г. Москва, Зеленоград, корп.1530;ЗелАО;Крюково;797
555;392;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1741;1741;школа;;119602 г.Москва, ул. Никулинская, д. 5;ЗАО;Тропарёво-Никулино;765
556;393;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1743;1743;школа;;125464, г. Москва, Новотушинский пр., д. 8;СЗАО;Митино;62
559;394;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1747;1747;школа;;125368, г. Москва, 3-й Митинский переулок, д. 12, корп. 1;СЗАО;Митино;114
1057;395;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1750;1750;школа;;115407 г. Москва, Нагатинская наб.д.56;ЮАО;Нагатинский Затон;851
1058;396;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №176;176;школа;;117485, г.Москва, ул.Профсоюзная, д.98А;ЮЗАО;Коньково;533
560;397;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №18;18;школа;;117463, г. Москва, проезд Карамзина, дом 9, корпус 3;ЮЗАО;Ясенево;858
561;398;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №180;180;школа;;127560, город Москва, улица Коненкова, д.8А;СВАО;Бибирево;275
1059;399;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1071;1071;школа;;117628, г. Москва, ул. Куликовская, д. 3Б;ЮЗАО;Северное Бутово;815
1060;399;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1825;1825;школа;;117628, г. Москва, ул. Куликовская, д. 3Б;ЮЗАО;Северное Бутово;815
1061;400;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №183;183;школа;;127474, г. Москва, Дубнинская улица, дом 59;САО;Бескудниковский;870
562;401;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №184;184;школа;;127411, г. Москва, Карельский бульвар, дом 20;САО;Дмитровский;200
563;402;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1840;1840;школа;начальная школа;129110 г. Москва, Б. Переяславская ул., д.1, стр.1;ЦАО;Мещанский;35
565;402;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1840;1840;школа;средняя школа;129110 г. Москва, Б. Переяславская ул., д.1, стр.1;ЦАО;Мещанский;35
566;403;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №185;185;школа;;125008, г. Москва, ул. Михалковская, д. 3;САО;Коптево;164
567;404;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №187;187;школа;;119261, г. Москва, Ломоносовский проспект, дом 3 А;ЮЗАО;Гагаринский;561
569;405;Государственное бюджетное образовательное учреждение города Москвы центр образования №1874;1874;центр образования;5 - 7 классы;123098, г. Москва, ул. Маршала Новикова, д. 13;СЗАО;Щукино;61
572;405;Государственное бюджетное образовательное учреждение города Москвы центр образования №1874;1874;центр образования;8 - 11 классы;123098, г. Москва, ул. Маршала Новикова, д. 13;СЗАО;Щукино;61
571;405;Государственное бюджетное образовательное учреждение города Москвы центр образования №1874;1874;центр образования;начальная школа;123098, г. Москва, ул. Маршала Новикова, д. 13;СЗАО;Щукино;61
573;406;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1883 «Бутово»;1883;школа;;117042, г. Москва, улица Поляны, дом 53;ЮЗАО;Южное Бутово;530
575;407;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №190;190;школа;средняя школа;117335, г. Москва, Профсоюзная ул., дом 40, кор.2;ЮЗАО;Черёмушки;599
576;408;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1902;1902;школа;;109341, г. Москва, Мячковский бульвар, д. 10, корп. 2;ЮВАО;Марьино;459
577;409;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1904;1904;школа;;109652, г. Москва, ул. Люблинская, д. 167;ЮВАО;Марьино;459
578;410;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1905;1905;школа;;109153, г. Москва, ул. Маршала Полубоярова, д. 22;ЮВАО;Выхино-Жулебино;491
579;411;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1908;1908;школа;;109156, г. Москва, ул. Привольная, 41;ЮВАО;Выхино-Жулебино;447
580;412;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1909;1909;школа;;109156, город Москва, ул. Маршала Полубоярова, дом 12;ЮВАО;Выхино-Жулебино;463
581;413;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №191;191;школа;;117218, г.Москва, ул. Профсоюзная, д. 15 А;ЮЗАО;Академический;588
1062;414;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1910;1910;школа;;109469, г. Москва, Мячковский бульвар, дом 25;ЮВАО;Марьино;918
583;415;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1912;1912;школа;;124683, г. Москва, Зеленоград, корп. 1816;ЗелАО;Крюково;813
585;416;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1913;1913;школа;;124365, г. Москва, Зеленоград, корп. 1632;ЗелАО;Крюково;814
586;417;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1916;1916;школа;;117042, г. Москва, Чечёрский проезд, дом 6;ЮЗАО;Южное Бутово;582
587;418;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №192;192;школа;;119334, г.Москва, Ленинский проспект, д. 34А;ЮЗАО;Гагаринский;521
588;419;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1922;1922;школа;;109153, г. Москва, ул. Привольная, д. 45;ЮВАО;Выхино-Жулебино;467
1063;420;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1924;1924;школа;;111673, г. Москва,  улица  Новокосинская,  дом 13Б;ВАО;Новокосино;919
589;421;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1929;1929;школа;;115211 г. Москва, Борисовские пруды д.12,к.2;ЮАО;Братеево;369
590;422;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №193;193;школа;;117418, г.Москва, улица Новочерёмушкинская, дом 56, корпус 2;ЮЗАО;Черёмушки;591
591;423;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1931;1931;школа;;117042, г. Москва, Чечёрский проезд, дом 42;ЮЗАО;Южное Бутово;595
1064;424;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1933;1933;школа;;119634 г. Москва, ул Чоботовская, дом 8.;ЗАО;Ново-Переделкино;735
592;425;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1935;1935;школа;;109431, г. Москва, ул. Авиаконструктора Миля, дом 18, корпус 2;ЮВАО;Выхино-Жулебино;466
593;426;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1937;1937;школа;средняя школа;109444, г. Москва, Самаркандский бульвар, д. 28, корпус 2;ЮВАО;Выхино-Жулебино;460
595;427;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1940;1940;школа;;124365, г. Москва, Зеленоград, корп. 1642;ЗелАО;Крюково;814
596;428;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1943;1943;школа;;125222, г. Москва,Уваровский переулок, д. 8;СЗАО;Митино;99
600;429;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1945;1945;школа;;117628, г.Москва, ул. Старокачаловская, вл.22;ЮЗАО;Северное Бутово;552
601;430;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1946;1946;школа;;117042, г.Москва, ул. Южнобутовская, д. 135 А;ЮЗАО;Южное Бутово;540
1065;431;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1947;1947;школа;;105187,  г. Москва,  ул.  Щербаковская,  д. 36А;ВАО;Соколиная Гора;920
602;432;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1956;1956;школа;;127521 г. Москва, Старомарьинское шоссе, д.5;СВАО;Марьина Роща;311
1066;433;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1961;1961;школа;;117042, г. Москва, ул. Южнобутовская, д. 76, корп. 1;ЮЗАО;Южное Бутово;575
603;434;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1965;1965;школа;5 - 11 классы;109341, г. Москва, ул. Перерва, д. 41, корпус 2;ЮВАО;Марьино;433
604;435;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1968;1968;школа;;109451, г. Москва, ул. Верхние поля, д. 30;ЮВАО;Марьино;482
605;436;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №197;197;школа;;117447, г.Москва, улица Новочеремушкинская, дом 11 А;ЮЗАО;Академический;505
606;437;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1970;1970;школа;;117042, г.Москва, Чечёрский проезд, дом 22, корпус 1;ЮЗАО;Южное Бутово;582
607;438;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1971;1971;школа;;117042, город Москва, ул. Южнобутовская, д. 52, корпуса 1, 2;ЮЗАО;Южное Бутово;575
608;439;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1972;1972;школа;;117041, г.Москва, улица Бартеневская, дом 49, корпус 4;ЮЗАО;Южное Бутово;575
609;440;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1974;1974;школа;;119017 г.Москва, 1-ый Казачий пер., д. 10, стр.1;ЦАО;Якиманка;18
611;441;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №198;198;школа;;119334, г. Москва, Ленинский проспект, д.39А;ЮЗАО;Гагаринский;521
612;442;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1980;1980;школа;;117042, г. Москва, Чечерский проезд, дом 56;ЮЗАО;Южное Бутово;595
613;443;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1981;1981;школа;;117042, г.Москва, ул. Бартеневская, д. 27;ЮЗАО;Южное Бутово;553
614;444;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1985;1985;школа;;125466, г. Москва, ул. Ландышевая, дом 8;СЗАО;Куркино;93
616;446;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1986 имени Героя Советского Союза М.П.Судакова;1986;школа;;109559, г. Москва, ул. Новороссийская, д. 36;ЮВАО;Люблино;476
617;447;Государственное бюджетное образовательное учреждение города Москвы центр образования №1477;1477;центр образования;начальная школа;109559, г. Москва, ул. Белореченская, д. 36, корп. 1, 2;ЮВАО;Марьино;425
618;447;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1987;1987;школа;средняя школа;109559, г. Москва, ул. Белореченская, д. 36, корп. 1, 2;ЮВАО;Марьино;425
619;448;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №199;199;школа;начальная школа;117036 г. Москва, ул. Дм. Ульянова, д. 15, корп.1;ЮЗАО;Академический;602
620;448;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №199;199;школа;средняя школа;117036 г. Москва, ул. Дм. Ульянова, д. 15, корп.1;ЮЗАО;Академический;602
621;449;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1994;1994;школа;;117042, г. Москва, Аллея Витте, дом 2, корп. 1;ЮЗАО;Южное Бутово;553
622;450;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1995;1995;школа;;117198, г.Москва, улица Саморы Машела, дом 6, корпус 3;ЮЗАО;Обручевский;539
623;451;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1996;1996;школа;;109649, г. Москва, Капотня, 5 Квартал, д. 28;ЮВАО;Капотня;450
624;452;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №20;20;школа;;117437, г.Москва, ул. Академика Арцимовича, дом 7;ЮЗАО;Коньково;567
626;453;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №200;200;школа;;117574, г. Москва, ул. Голубинская, дом 21, корпус 3;ЮЗАО;Ясенево;597
630;454;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №981;981;школа;;115522 г. Москва, ул. Кантемировская, д. 22, к. 6;ЮАО;Москворечье-Сабурово;314
629;454;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №983;983;школа;;115522 г. Москва, ул. Кантемировская, д. 22, к. 6;ЮАО;Москворечье-Сабурово;314
628;454;Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №2000;2000;центр образования;;115522 г. Москва, ул. Кантемировская, д. 22, к. 6;ЮАО;Москворечье-Сабурово;314
632;455;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2001;2001;школа;начальная школа;117546 г.Москва, Харьковский проезд, д.9б;ЮАО;Бирюлёво Западное;349
631;455;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2001;2001;школа;средняя школа;117546 г.Москва, Харьковский проезд, д.9б;ЮАО;Бирюлёво Западное;349
1067;456;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2003;2003;школа;;117624, г.Москва, улица Изюмская, дом 28, корпус 3;ЮЗАО;Южное Бутово;576
634;457;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2005;2005;школа;начальная школа;125466, г. Москва, ул. Родионовская, д. 6/7;СЗАО;Куркино;90
635;457;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2005;2005;школа;средняя школа;125466, г. Москва, ул. Родионовская, д. 6/7;СЗАО;Куркино;90
637;458;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2008;2008;школа;;117624, город Москва, ул. Изюмская, д. 34, корпус 3;ЮЗАО;Южное Бутово;576
638;459;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2009;2009;школа;;117041, г.Москва, улица Адмирала Руднева, дом 16, корпус 1;ЮЗАО;Южное Бутово;575
639;460;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2011 имени И.Н.Кожедуба;2011;школа;;109559, г. Москва, ул. Марьинский парк, д. 37;ЮВАО;Люблино;495
640;461;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2012;2012;школа;;109559, г. Москва, ул. Верхние поля, д. 47, корпус 1;ЮВАО;Люблино;417
641;462;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2013;2013;школа;;117342, г.Москва, ул. Островитянова, дом 53, корпус 4;ЮЗАО;Коньково;557
1068;463;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2014;2014;школа;;117041, г. Москва, улица Кадырова, дом 10;ЮЗАО;Южное Бутово;525
1069;464;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2016;2016;школа;;117452 г. Москва, Чонгарский б-р, д.17;ЮАО;Нагорный;921
642;465;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2017;2017;школа;;115211, г.Москва, ул.Борисовские пруды, д.11, к.1;ЮАО;Москворечье-Сабурово;386
643;466;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2020;2020;школа;;125475 г. Москва, ул. Клинская, д. 20а;САО;Ховрино;188
1070;467;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2025;2025;школа;;119361, г.Москва, ул. Б.Очаковская, д.42, корпус 2.;ЗАО;Очаково-Матвеевское;776
644;468;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2026;2026;школа;;111674, г. Москва, ул. Медведева, дом  6;ВАО;Косино-Ухтомский;640
1071;469;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2029;2029;школа;;125475, город  Москва, улица  Клинская, дом 16 А;САО;Ховрино;188
645;470;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2030;2030;школа;;123100 г.Москва, ул. 2-ая Звенигородская, д.8;ЦАО;Пресненский;50
646;471;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2031;2031;школа;;111674, г.Москва, ул.Дмитриевская, д.13;ВАО;Косино-Ухтомский;643
647;472;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2032;2032;школа;;111674, г.Москва, ул.Дмитриевского, д.5;ВАО;Косино-Ухтомский;649
1072;473;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2034;2034;школа;;111674, г. Москва, ул. Лухмановская, д.13Б;ВАО;Косино-Ухтомский;922
648;474;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2035;2035;школа;;111674, Москва, ул. Лухмановская, д.26а;ВАО;Косино-Ухтомский;683
649;475;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2036;2036;школа;;111674, г/ Москва, ул. Татьяны Макаровой, дом 2;ВАО;Косино-Ухтомский;649
651;476;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2038;2038;школа;;124365, г. Москва, Зеленоград, корп.2011;ЗелАО;Крюково;789
1073;477;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2043;2043;школа;;127247, г. Москва, Бескудниковский проезд, дом 4а;САО;Бескудниковский;871
652;478;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2044;2044;школа;;127495 г. Москва, Дмитровское шоссе, дом 165Е, корп. 8;СВАО;Северный;232
653;479;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2046;2046;школа;;117148, Москва, улица Маршала Савицкого, дом 6, корпус 4;ЮЗАО;Южное Бутово;817
654;480;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2047;2047;школа;;117148, г.Москва, ул. Маршала Савицкого, дом 26, корпус 4;ЮЗАО;Южное Бутово;817
1075;481;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №105;105;школа;;123290 г. Москва, Мукомольный пр., д.3, стр.1;ЦАО;Пресненский;882
1074;481;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №592;592;школа;;123290 г. Москва, Мукомольный пр., д.3, стр.1;ЦАО;Пресненский;882
1076;482;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2049;2049;школа;;117624, г. Москва, ул. Изюмская, д. 61 к.2;ЮЗАО;Южное Бутово;816
656;483;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2053;2053;школа;;111674, г. Москва, улица Покровская, дом 35;ЮВАО;Некрасовка;387
659;484;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №232;232;школа;;127051 г.Москва, Трубная ул., д.36;ЦАО;Мещанский;17
658;484;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (немецкого) языка №1219;1219;школа;;127051 г.Москва, Трубная ул., д.36;ЦАО;Мещанский;17
660;484;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (немецкого) языка №1219;1219;школа;;127051 г.Москва, Трубная ул., д.36;ЦАО;Мещанский;17
