"OBJECTID";"ID";"NAME";"NUMB";"TYPE";"CURRENT_USE";"CLOSED";"ADDRESS";"OKRUG";"RAYON";"COMPLEX_ID";"RATING"
718;10853,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №632";632,000000;"школа";"";"FALSE";"111250, г.Москва, ул. Красноказарменная, дом 3, корпус 1.";"ЮВАО";"Лефортово";479,000000;0,000000
719;10854,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №633";633,000000;"школа";"";"FALSE";"111558, г. Москва, Федеративный проспект, д.37А";"ВАО";"Ивановское";677,000000;0,000000
720;10855,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №634";634,000000;"школа";"начальная школа";"FALSE";"111402, г.Москва, ул. Кетчерская,  д.10 А";"ВАО";"Вешняки";687,000000;0,000000
721;10857,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №646";646,000000;"школа";"";"FALSE";"105264, г. Москва, Измайловский бульвар, д. 7";"ВАО";"Измайлово";695,000000;0,000000
722;10858,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №647";647,000000;"школа";"";"FALSE";"105275, г. Москва, 5-я ул. Соколиной горы, д. 14";"ВАО";"Соколиная Гора";676,000000;0,000000
723;10859,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №65";65,000000;"школа";"";"FALSE";"121354,г.Москва, ул.Кутузова, д.20";"ЗАО";"Можайский";738,000000;0,000000
724;10860,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №650";650,000000;"школа";"";"FALSE";"107553, г. Москва, ул. Большая Черкизовская, д.26";"ВАО";"Преображенское";674,000000;0,000000
725;10861,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №651";651,000000;"школа";"начальная школа";"FALSE";"125413 г. Москва, ул. Флотская, д. 60";"САО";"Головинский";169,000000;0,000000
726;10862,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №652";652,000000;"школа";"";"FALSE";"117570 г. Москва, ул.Красного Маяка,д.13А";"ЮАО";"Чертаново Центральное";364,000000;0,000000
727;10863,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №657";657,000000;"школа";"начальная школа";"FALSE";"117545, г. Москва, ул. Подольских Курсантов, д. 16 А";"ЮАО";"Чертаново Южное";372,000000;0,000000
728;10864,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №658";658,000000;"школа";"";"FALSE";"117461, город Москва, улица Каховка, дом 12 корпус 2";"ЮЗАО";"Зюзино";585,000000;0,000000
729;10865,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №660";660,000000;"школа";"";"FALSE";"127486, г. Москва, ул. Дегунинская, д. 18";"САО";"Западное Дегунино";180,000000;0,000000
730;10866,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №662 имени Героя Советского Союза Л.М. Доватора";662,000000;"школа";"";"FALSE";"125412 г. Москва, Талдомская ул. д. 13 а";"САО";"Западное Дегунино";179,000000;0,000000
731;10867,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №664";664,000000;"школа";"";"FALSE";"105173, г. Москва, ул. Главная, д.13";"ВАО";"Восточный";675,000000;0,000000
732;10870,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №667";667,000000;"школа";"средняя школа";"FALSE";"117403 г. Москва Востряковский проезд, 13а";"ЮАО";"Бирюлёво Западное";345,000000;0,000000
733;10869,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №927";927,000000;"школа";"начальная школа";"FALSE";"117403 г. Москва Востряковский проезд, 13а";"ЮАО";"Бирюлёво Западное";345,000000;0,000000
734;10871,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №669";669,000000;"школа";"";"FALSE";"125008, г. Москва, улица Михалковская, дом 14";"САО";"Коптево";177,000000;0,000000
735;10873,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1651";1651,000000;"прогимназия";"начальная школа";"FALSE";"125480, г. Москва, бульвар Яна Райниса, д. 4, корп. 2";"СЗАО";"Северное Тушино";108,000000;0,000000
736;10875,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №680";680,000000;"школа";"";"FALSE";"125480, г. Москва, бульвар Яна Райниса, д. 4, корп. 2";"СЗАО";"Северное Тушино";108,000000;153,000000
737;10874,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №106";106,000000;"школа";"";"FALSE";"125480, г. Москва, бульвар Яна Райниса, д. 4, корп. 2";"СЗАО";"Северное Тушино";108,000000;0,000000
738;10876,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №681";681,000000;"школа";"";"FALSE";"111123, г. Москва, ул. 1-я Владимирская,  д.13";"ВАО";"Перово";678,000000;0,000000
739;10877,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №683";683,000000;"школа";"";"FALSE";"127644, г. Москва, улица Клязьминская, дом 7, корпус 4";"САО";"Дмитровский";205,000000;0,000000
740;10879,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №687";687,000000;"школа";"";"FALSE";"109390, г. Москва, 1-ая улица Текстильщиков, д. 16";"ЮВАО";"Текстильщики";483,000000;0,000000
741;10882,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №693";693,000000;"школа";"";"FALSE";"117593, г. Москва, Соловьиный проезд, дом 4, корпус 3";"ЮЗАО";"Ясенево";581,000000;0,000000
742;10883,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №694";694,000000;"школа";"средняя школа";"FALSE";"127287, г. Москва, 2-ая Хуторская улица, дом 15/17";"САО";"Савёловский";211,000000;0,000000
743;10884,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №698";698,000000;"школа";"";"FALSE";"125284 г. Москва, 1-й Боткинский пр-д, д. 9";"САО";"Беговой";178,000000;0,000000
744;10885,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №70";70,000000;"школа";"начальная школа";"FALSE";"123592, г. Москва, Строгинский бульвар, д.14, корп. 5";"СЗАО";"Строгино";128,000000;0,000000
745;10887,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №705";705,000000;"школа";"средняя школа";"FALSE";"123592, г. Москва, ул. Кулакова, д. 25, кор. 2";"СЗАО";"Строгино";128,000000;0,000000
746;10888,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №707";707,000000;"школа";"";"FALSE";"105037, г. Москва, ул. Никитинская  д. 7";"ВАО";"Измайлово";833,000000;0,000000
747;10889,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №709";709,000000;"школа";"";"FALSE";"127204 г. Москва 9-я Северная линия дом1 корпус2";"СВАО";"Северный";236,000000;0,000000
748;10890,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №71";71,000000;"школа";"средняя школа";"FALSE";"121433 г.Москва, ул. Б.Филевская, д. 39, корп. 1";"ЗАО";"Фили-Давыдково";725,000000;0,000000
749;10891,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №713";713,000000;"школа";"начальная школа";"FALSE";"121614 г.Москва, ул. Крылатские холмы, д. 45, корп.1";"ЗАО";"Крылатское";736,000000;0,000000
750;10892,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №714";714,000000;"школа";"";"FALSE";"121354 г.Москва, ул. Кубинка, д.20, корп.1";"ЗАО";"Можайский";738,000000;0,000000
751;10893,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №717";717,000000;"школа";"средняя школа";"FALSE";"125171 г. Москва, улица Зои и Александра Космодемьянских, дом 4-а";"САО";"Войковский";176,000000;0,000000
752;10894,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №718";718,000000;"школа";"";"FALSE";"124460, г. Москва, Зеленоград, корп. 1214";"ЗелАО";"Силино";793,000000;400,000000
753;10896,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №72";72,000000;"школа";"";"FALSE";"121309 г.Москва, ул. Б.Филевская, д.15";"ЗАО";"Филёвский Парк";755,000000;0,000000
754;10898,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №725";725,000000;"школа";"";"FALSE";"125414, г. Москва ул. Фестивальная, д. 42";"САО";"Головинский";186,000000;0,000000
755;10899,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №726";726,000000;"школа";"средняя школа";"FALSE";"125171 г. Москва,ул. Зои и Александра Космодемьянских., д. 6а";"САО";"Войковский";176,000000;0,000000
756;10900,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №727";727,000000;"школа";"";"FALSE";"125438 г. Москва, 3-й Лихачевский переулок, дом 2а";"САО";"Головинский";185,000000;0,000000
757;10901,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №728";728,000000;"школа";"";"FALSE";"117208 г.Москва,ул. Кировоградская д.6 Б";"ЮАО";"Чертаново Северное";374,000000;0,000000
758;10902,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №73";73,000000;"школа";"начальная школа";"FALSE";"121108 г.Москва, ул. Кастанаевская, д.43";"ЗАО";"Фили-Давыдково";725,000000;0,000000
759;10904,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №732";732,000000;"школа";"";"FALSE";"121467 Москва, ул. Ельнинская, д.10";"ЗАО";"Кунцево";763,000000;0,000000
760;10905,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №733";733,000000;"школа";"";"FALSE";"111020, г. Москва, ул. Лонгиновская, д. 6";"ЮВАО";"Лефортово";485,000000;0,000000
761;10907,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №737";737,000000;"школа";"";"FALSE";"121309 Москва,ул. Новозаводская д. 19";"ЗАО";"Филёвский Парк";778,000000;0,000000
762;10908,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №739";739,000000;"школа";"";"FALSE";"125252, г. Москва, улица Сальвадора Альенде, дом 6";"САО";"Сокол";193,000000;0,000000
763;10909,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №74";74,000000;"школа";"";"FALSE";"119285 г.Москва, ул.Пырьева,дом 11";"ЗАО";"Раменки";747,000000;0,000000
764;10911,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №743";743,000000;"школа";"";"FALSE";"125008 г. Москва, Матроса Железняка бульвар,  дом 12";"САО";"Коптево";177,000000;0,000000
765;10912,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №744 имени Петра Николаевича Еремеева";744,000000;"школа";"";"FALSE";"125212, г. Москва, Ленинградское шоссе, д. 30";"САО";"Войковский";203,000000;0,000000
766;10913,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №747";747,000000;"школа";"";"FALSE";"125171 г. Москва, ул. 2 Радиаторская, д. 9";"САО";"Войковский";189,000000;0,000000
767;10914,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №749";749,000000;"школа";"";"FALSE";"121351 г.Москва, ул.Партизанская, д. 11";"ЗАО";"Кунцево";728,000000;0,000000
768;10916,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №750";750,000000;"школа";"";"FALSE";"129337, г. Москва, ул. Палехская, д. 8";"СВАО";"Ярославский";280,000000;0,000000
769;10917,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №751";751,000000;"школа";"начальная школа";"FALSE";"129336, г. Москва, ул. Таймырская, д. 3";"СВАО";"Лосиноостровский";241,000000;0,000000
770;10918,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №751";751,000000;"школа";"средняя школа";"FALSE";"129336, г. Москва, ул. Таймырская, д. 3";"СВАО";"Лосиноостровский";241,000000;0,000000
771;10919,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №752";752,000000;"школа";"";"FALSE";"129337, г. Москва, Ярославское шоссе, дом 8, корпус 7";"СВАО";"Ярославский";240,000000;0,000000
772;10920,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №753";753,000000;"школа";"";"FALSE";"127224, г. Москва, ул. Грекова, д.20";"СВАО";"Северное Медведково";262,000000;0,000000
773;10921,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №755";755,000000;"школа";"";"FALSE";"127560, г. Москва, улица Плещеева, дом 26 А";"СВАО";"Бибирево";277,000000;0,000000
774;10922,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №756";756,000000;"школа";"";"FALSE";"127224, г. Москва, ул. Грекова, дом 11 А";"СВАО";"Северное Медведково";822,000000;0,000000
775;10923,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №757";757,000000;"школа";"";"FALSE";"129281, г. Москва, ул. Менжинского, д. 30";"СВАО";"Бабушкинский";247,000000;367,000000
776;10924,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №758";758,000000;"школа";"средняя школа";"FALSE";"127349 г. Москва, ул. Лескова, д. 3, корп. 3";"СВАО";"Бибирево";250,000000;0,000000
777;10925,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №760 имени А.П. Маресьева";760,000000;"школа";"";"FALSE";"129347 г. Москва, Ярославское ш., д. 147";"СВАО";"Ярославский";306,000000;0,000000
778;10927,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №970";970,000000;"школа";"";"FALSE";"127566, г. Москва, ул. Бестужевых, д. 1";"СВАО";"Отрадное";215,000000;0,000000
779;10926,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №761";761,000000;"школа";"";"FALSE";"127566, г. Москва, ул. Бестужевых, д. 1";"СВАО";"Отрадное";215,000000;0,000000
780;10928,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №762";762,000000;"школа";"";"FALSE";"129346, г. Москва, ул. Норильская, д. 4";"СВАО";"Лосиноостровский";283,000000;0,000000
781;10929,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №763";763,000000;"школа";"";"FALSE";"129336, г. Москва, ул. Стартовая, д. 27, корп. 3";"СВАО";"Лосиноостровский";241,000000;0,000000
782;10930,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №765";765,000000;"школа";"средняя школа";"FALSE";"117588, г. Москва, Литовский бульвар, дом 10, корпус 2";"ЮЗАО";"Ясенево";586,000000;0,000000
783;10931,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №766";766,000000;"школа";"";"FALSE";"107497, г. Москва, Байкальская ул., д.44";"ВАО";"Гольяново";696,000000;0,000000
784;10932,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №769";769,000000;"школа";"средняя школа";"FALSE";"125481, г. Москва, ул. Планерная, д. 12, корп. 2";"СЗАО";"Северное Тушино";131,000000;0,000000
785;10933,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №773";773,000000;"школа";"";"FALSE";"109548, г. Москва, ул. Полбина, д. 18";"ЮВАО";"Печатники";422,000000;0,000000
786;10934,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №775";775,000000;"школа";"";"FALSE";"109382, г.Москва Армавирская ул., д. 4";"ЮВАО";"Люблино";494,000000;0,000000
787;10935,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №912";912,000000;"школа";"начальная школа";"FALSE";"109377, г. Москва, 1-я Новокузьминская ул., д.21";"ЮВАО";"Рязанский";484,000000;0,000000
788;10936,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №776";776,000000;"школа";"средняя школа";"FALSE";"109377, г. Москва, 1-я Новокузьминская ул., д.21";"ЮВАО";"Рязанский";484,000000;0,000000
789;10938,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №582";582,000000;"школа";"средняя школа";"FALSE";"109428, г. Москва, ул. Маевок, дом 4";"ЮВАО";"Рязанский";423,000000;0,000000
790;10939,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №786";786,000000;"школа";"средняя школа";"FALSE";"109428, г. Москва, ул. Маевок, дом 4";"ЮВАО";"Рязанский";423,000000;0,000000
791;10937,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №777";777,000000;"школа";"начальная школа";"FALSE";"109428, г. Москва, ул. Маевок, дом 4";"ЮВАО";"Рязанский";423,000000;0,000000
792;10940,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №778";778,000000;"школа";"средняя школа";"FALSE";"109439, г. Москва, ул. Академика Скрябина, д. 36, корп. 3";"ЮВАО";"Кузьминки";441,000000;0,000000
793;10941,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №779";779,000000;"школа";"средняя школа";"FALSE";"117335, г.Москва, ул. Вавилова, д. 91";"ЮЗАО";"Ломоносовский";599,000000;0,000000
794;10942,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №780";780,000000;"школа";"";"FALSE";"117588, г.Москва, Литовский бульвар, дом 42, корпус 2";"ЮЗАО";"Ясенево";579,000000;0,000000
795;10945,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №783";783,000000;"школа";"";"FALSE";"111396, г.Москва, Союзный проспект, 2";"ВАО";"Новогиреево";694,000000;0,000000
796;10946,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №787 имени А.Н.Савельева";787,000000;"школа";"";"FALSE";"111396, г. Москва, ул. Алексея Дикого, дом 18А";"ВАО";"Новогиреево";694,000000;0,000000
797;10947,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №789";789,000000;"школа";"";"FALSE";"117574, г. Москва, улица Голубинская, дом 5, корп.3";"ЮЗАО";"Ясенево";598,000000;0,000000
798;10949,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №790";790,000000;"школа";"средняя школа";"FALSE";"117588, г. Москва, Новоясеневский проспект, дом 24, корпус 3";"ЮЗАО";"Ясенево";597,000000;0,000000
799;10950,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №791";791,000000;"школа";"";"FALSE";"117342, г. Москва, ул. Бутлерова, д. 38а";"ЮЗАО";"Коньково";543,000000;0,000000
800;10951,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №793";793,000000;"школа";"";"FALSE";"117342, г. Москва, ул. Бутлерова, дом 24-А";"ЮЗАО";"Коньково";543,000000;0,000000
801;10408,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1143";1143,000000;"школа";"";"FALSE";"109387, г. Москва, ул. Краснодарская, дом 9";"ЮВАО";"Люблино";913,000000;0,000000
802;10409,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1145 имени Фритьофа Нансена";1145,000000;"школа";"";"FALSE";"Юго-Восточный   Марьино   ул. Маршала Голованова  Дом- 9";"ЮВАО";"Марьино";914,000000;0,000000
803;10416,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1161";1161,000000;"школа";"";"FALSE";"117624, г. Москва, улица Изюмская, дом 35А";"ЮЗАО";"Южное Бутово";816,000000;0,000000
804;10418,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1164";1164,000000;"школа";"";"FALSE";"127220, г. Москва, Писцовая улица, дом 7а";"САО";"Савёловский";875,000000;0,000000
805;10425,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1181";1181,000000;"школа";"";"FALSE";"117513, г. Москва, Ленинский проспект, д.117";"ЮЗАО";"Обручевский";966,000000;0,000000
806;10426,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1189 имени И.В. Курчатова";1189,000000;"школа";"средняя школа";"FALSE";"123098, г. Москва, улица Маршала Василевского, дом 9, корпус 1";"СЗАО";"Щукино";132,000000;39,000000
807;10431,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1199 «Лига Школ»";1199,000000;"школа";"";"TRUE";"117574, г.Москва, Новоясеневский проспект, дом 16, корп. 2";"ЮЗАО";"Ясенево";915,000000;217,000000
808;10436,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1247 имени Юргиса Балтрушайтиса";1247,000000;"школа";"";"FALSE";"105005 г.Москва, Госпитальный пер., д.3";"ЦАО";"Басманный";916,000000;0,000000
809;10439,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1305";1305,000000;"школа";"";"FALSE";"107140 г.Москва, 2-ой Красносельский пер., д.18";"ЦАО";"Красносельский";917,000000;0,000000
810;10456,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1441 «Бронная слобода»";1441,000000;"школа";"";"FALSE";"123104 г.Москва, Б. Козихинский пер., д.5, стр.3";"ЦАО";"Пресненский";881,000000;236,000000
811;10457,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1447 имени Н.А.Островского";1447,000000;"школа";"";"FALSE";"125047, г.Москва, 4-й Лесной переулок, д.6";"ЦАО";"Тверской";45,000000;0,000000
812;10474,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №163";163,000000;"школа";"";"FALSE";"127238, г. Москва,  Линейный проезд, д. 11";"САО";"Тимирязевский";167,000000;0,000000
813;10476,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1652";1652,000000;"школа";"";"FALSE";"ул.Верхняя Красносельская, д. 30";"ЦАО";"Красносельский";44,000000;0,000000
814;10496,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1750";1750,000000;"школа";"";"FALSE";"115407 г. Москва, Нагатинская наб.д.56";"ЮАО";"Нагатинский Затон";851,000000;0,000000
815;10497,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №176";176,000000;"школа";"";"FALSE";"117485, г.Москва, ул.Профсоюзная, д.98А";"ЮЗАО";"Коньково";533,000000;0,000000
816;10500,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1071";1071,000000;"школа";"";"FALSE";"117628, г. Москва, ул. Куликовская, д. 3Б";"ЮЗАО";"Северное Бутово";815,000000;386,000000
817;10501,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1825";1825,000000;"школа";"";"FALSE";"117628, г. Москва, ул. Куликовская, д. 3Б";"ЮЗАО";"Северное Бутово";815,000000;0,000000
818;10502,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №183";183,000000;"школа";"";"FALSE";"127474, г. Москва, Дубнинская улица, дом 59";"САО";"Бескудниковский";870,000000;0,000000
819;10519,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1910";1910,000000;"школа";"";"FALSE";"109469, г. Москва, Мячковский бульвар, дом 25";"ЮВАО";"Марьино";918,000000;0,000000
820;10525,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1924";1924,000000;"школа";"";"FALSE";"111673, г. Москва,  улица  Новокосинская,  дом 13Б";"ВАО";"Новокосино";919,000000;0,000000
821;10529,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1933";1933,000000;"школа";"";"FALSE";"119634 г. Москва, ул Чоботовская, дом 8.";"ЗАО";"Ново-Переделкино";735,000000;0,000000
822;10536,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1947";1947,000000;"школа";"";"FALSE";"105187,  г. Москва,  ул.  Щербаковская,  д. 36А";"ВАО";"Соколиная Гора";920,000000;0,000000
823;10538,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1961";1961,000000;"школа";"";"FALSE";"117042, г. Москва, ул. Южнобутовская, д. 76, корп. 1";"ЮЗАО";"Южное Бутово";575,000000;0,000000
824;10565,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2003";2003,000000;"школа";"";"FALSE";"117624, г.Москва, улица Изюмская, дом 28, корпус 3";"ЮЗАО";"Южное Бутово";576,000000;0,000000
825;10573,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2014";2014,000000;"школа";"";"FALSE";"117041, г. Москва, улица Кадырова, дом 10";"ЮЗАО";"Южное Бутово";525,000000;0,000000
826;10574,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2016";2016,000000;"школа";"";"FALSE";"117452 г. Москва, Чонгарский б-р, д.17";"ЮАО";"Нагорный";921,000000;0,000000
827;10577,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2025";2025,000000;"школа";"";"FALSE";"119361, г.Москва, ул. Б.Очаковская, д.42, корпус 2.";"ЗАО";"Очаково-Матвеевское";776,000000;0,000000
828;10579,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2029";2029,000000;"школа";"";"FALSE";"125475, город  Москва, улица  Клинская, дом 16 А";"САО";"Ховрино";188,000000;0,000000
829;10583,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2034";2034,000000;"школа";"";"FALSE";"111674, г. Москва, ул. Лухмановская, д.13Б";"ВАО";"Косино-Ухтомский";922,000000;0,000000
830;10587,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2043";2043,000000;"школа";"";"FALSE";"127247, г. Москва, Бескудниковский проезд, дом 4а";"САО";"Бескудниковский";871,000000;0,000000
831;10592,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №592";592,000000;"школа";"";"FALSE";"123290 г. Москва, Мукомольный пр., д.3, стр.1";"ЦАО";"Пресненский";882,000000;0,000000
832;10591,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №105";105,000000;"школа";"";"FALSE";"123290 г. Москва, Мукомольный пр., д.3, стр.1";"ЦАО";"Пресненский";882,000000;0,000000
