"","ID","x"
"9396",12461,2
"9397",12462,2
"9399",12464,2
"9400",12465,2
"9401",12466,2
"9402",12467,2
"9403",12468,2
"9404",12469,2
"9405",12470,2
"9406",12471,2
"9407",12472,2
"9408",12473,2
"9409",12474,2
"9410",12475,2
"9411",12476,2
"9412",12477,2
"9413",12478,2
"9414",12479,2
"9415",12480,2
"9416",12481,2
"9417",12482,2
"9418",12483,2
"9419",12484,2
"9421",12486,2
"9422",12487,2
"9423",12488,2
"9427",12492,2
"9428",12493,2
"9429",12494,2
"9430",12495,2
"9432",12497,2
"9433",12498,2
"9434",12499,2
"9435",12500,2
"9436",12501,2
"9439",12504,2
"9441",12506,2
"9442",12507,2
"9444",12509,2
"9445",12510,2
"9448",12513,2
"9450",12515,2
"9452",12517,2
"9453",12518,2
"9456",12521,2
"9457",12522,2
"9459",12524,2
"9460",12525,2
"9461",12526,2
"9462",12527,2
"9463",12528,2
"9464",12529,2
"9465",12530,2
"9466",12531,2
"9467",12532,2
"9469",12534,2
"9470",12535,2
"9471",12536,2
"9472",12537,2
"9473",12538,2
"9475",12540,2
"9476",12541,2
"9478",12543,2
"9480",12545,2
"9482",12547,2
"9484",12549,2
"9487",12552,2
"9489",12554,2
"9490",12555,2
"9491",12556,2
"9492",12557,2
"9493",12558,2
"9494",12559,2
"9497",12562,2
"9498",12563,2
"9502",12567,2
"9503",12568,2
"9504",12569,2
"9505",12570,2
"9506",12571,2
"9507",12572,2
"9508",12573,2
"9509",12574,2
"9510",12575,2
"9511",12576,2
"9519",12584,2
"9523",12588,2
"9525",12590,2
"9526",12591,2
"9527",12592,2
"9528",12593,2
"9529",12594,2
"9530",12595,2
"9531",12596,2
"9533",12598,2
"9534",12599,2
"9536",12601,2
"9537",12602,2
"9539",12604,2
"9540",12605,2
"9541",12606,2
"9545",12610,2
"9546",12611,2
"9547",12612,2
"9548",12613,2
"9549",12614,2
"9550",12615,2
"9551",12616,2
"9553",12618,2
"9556",12621,2
"9557",12622,2
"9561",12627,2
"9564",12630,2
"9565",12631,2
"9566",12632,2
"9567",12633,2
"9568",12634,2
"9570",12636,2
"9571",12637,2
"9572",12638,2
"9573",12639,2
"9582",12648,2
"9584",12650,2
"9585",12651,2
"9587",12653,2
"9590",12656,2
"9592",12658,2
"9598",12664,2
"9602",12668,2
"9604",12670,2
"9607",12673,2
"9608",12674,2
"9610",12676,2
"9611",12677,2
"9612",12678,2
"9613",12679,2
"9614",12680,2
"9623",12690,2
"9628",12695,2
"9630",12697,2
"9634",12701,2
"9635",12702,2
"9637",12704,2
"9639",12706,2
"9644",12712,2
"9645",12713,2
"9649",12717,2
"9650",12718,2
"9652",12720,2
"9656",12724,2
"9659",12727,2
"9666",12734,2
"9667",12735,2
"9668",12736,2
"9669",12737,2
"9670",12738,2
"9671",12739,2
"9672",12740,2
"9673",12741,2
"9674",12742,2
"9716",12809,2
"9737",12848,2
"9835",12993,2
"9861",13033,2
"10118",13463,2
"10522",14135,2
"12520",16348,2
"12899",16763,2
"13781",17873,2
"14347",18498,2
"18065",23708,2
"20578",26569,2
"20644",26647,2
"22134",28626,2
"24116",31854,2
"24564",32494,2
"24584",32523,2
"24640",33271,2
"24880",33780,2
"24892",33805,2
"27016",36918,2
"27017",36919,2
"27320",38444,2
"27323",38447,2
"27341",38468,2
"27513",38770,2
"27547",38851,2
"27665",39078,2
"27703",39160,2
"27905",39441,2
"27927",39475,2
"27941",39504,2
"29632",41795,2
"31332",44163,2
"31598",44502,2
"32332",45741,2
"32964",46608,2
