"ID","NAME","NUMB","WEBSITE","TYPE","OKRUG","FOUNDATION","SCHOOLS_COUNT","STEP1","STEP2","STEP3","STUDENTS","STUDENTS_PER_SCHOOL","ASSIGNMENT_AREA_STUDENTS","ASSIGNMENT_AREA_STUDENTS_INTENDED"
570,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1279",1279,"http://sch1279.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",3,850,843,239,1932,644,1984.512569,1653.324491
571,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1507",1507,"http://gym1507uz.mskobr.ru/","гимназия","Юго-Западный административный округ","присоединение",3,886,802,177,1865,621.6666666667,2398.773398,2398.773398
572,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1356",1356,"http://sch1356uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",1,449,303,75,827,827,1586.59134,793.29567
573,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1613",1613,"http://sch1613uz.mskobr.ru/","школа","Юго-Западный административный округ","слияние",1,308,304,80,692,692,1260.5822,1260.5822
574,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2006",2006,"http://sch2006uz.mskobr.ru/","школа","Юго-Западный административный округ","слияние",1,584,599,162,1345,1345,1586.59134,793.29567
575,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2009",2009,"http://sch2009uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",5,1222,1489,373,3084,616.8,8523.590206,2323.992733
576,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1354",1354,"http://sch1354uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",3,965,1120,272,2357,785.6666666667,4836.542762,1612.1809206667
579,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1103 имени Героя Российской Федерации А.В. Соломатина",1103,"http://sch1103uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",5,752,872,237,1861,372.2,6367.316896,2432.306796
580,"Государственное бюджетное образовательное учреждение города Москвы лицей №1561",1561,"http://lyc1561uz.mskobr.ru/","лицей","Юго-Западный административный округ","присоединение",4,685,887,225,1797,449.25,2930.413968,1891.770116
581,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1694 «Ясенево»",1694,"http://sch1694uz.mskobr.ru/","школа","Юго-Западный административный округ","слияние",3,502,484,110,1096,365.3333333333,4411.719531,1470.573177
582,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1970",1970,"http://sch1970uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",2,303,309,83,695,347.5,1935.989116,967.994558
583,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №626 имени Н.И.Сац",626,"http://sch626uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",4,952,989,160,2101,525.25,15011.07416,3752.76854
585,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №554",554,"http://sch554uz.mskobr.ru/","школа","Юго-Западный административный округ","слияние",4,576,643,180,1399,349.75,2465.62877,1232.814385
586,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1206",1206,"http://sch1206uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",4,62,155,65,282,70.5,2655.093888,1327.546944
587,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики и информатики №7",7,"http://sch7uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",4,771,695,151,1617,404.25,2358.870408,1179.435204
588,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1534",1534,"http://gym1534uz.mskobr.ru/","гимназия","Юго-Западный административный округ","присоединение",3,833,1242,345,2420,806.6666666667,2287.866767,2287.866767
590,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1273",1273,"http://sch1273uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",4,754,785,212,1751,437.75,5239.949356,1309.987339
591,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2115",2115,"http://sch2115.mskobr.ru/","школа","Юго-Западный административный округ","слияние",4,447,333,66,846,211.5,16195.211292,4048.802823
595,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1980",1980,"http://sch1980uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",2,956,1065,266,2287,1143.5,927.892591,927.892591
597,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1212",1212,"http://sch1212.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",4,811,804,214,1829,457.25,5133.954048,2566.977024
598,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2103",2103,"http://sch2103uz.mskobr.ru/","школа","Юго-Западный административный округ","слияние",3,814,793,153,1760,586.6666666667,6041.597907,2013.865969
599,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1205",1205,"http://sch1205uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",4,631,656,175,1462,365.5,4931.226403,2020.210115
602,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №199",199,"http://sch199uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",2,568,564,168,1300,650,44222.888713,1951.367897
604,"Государственное бюджетное образовательное учреждение города Москвы «Образовательный комплекс ""Юго-Запад""»",120,"http://spo39.mskobr.ru/","образовательный комплекс","Юго-Западный административный округ","слияние",1,335,423,51,809,809,743.65264,743.65264
605,"Государственное бюджетное образовательное учреждение города Москвы лицей №1533 информационных технологий",1533,"http://lyc1533.mskobr.ru/","лицей","Юго-Западный административный округ","присоединение",2,0,552,247,799,399.5,506.086861,506.086861
607,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики и информатики №1355",1355,"http://sch1355uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",2,819,831,142,1792,896,2221.986538,740.518462
610,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»",1404,"http://gym1404.mskobr.ru/","гимназия","Восточный административный округ","слияние",1,304,346,111,761,761,1926.90599,385.381198
613,"Государственное бюджетное образовательное учреждение города Москвы лицей №1502 при МЭИ",1502,"http://lycg1502.mskobr.ru/","лицей","Восточный административный округ","присоединение",3,272,698,608,1578,526,2780.551956,926.850652
615,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №356 имени Н.З. Коляды",356,"http://sch356.mskobr.ru/","школа","Восточный административный округ","слияние",2,328,390,84,802,401,65.624544,13.1249088
618,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №399",399,"http://sch399.mskobr.ru/","школа","Восточный административный округ","присоединение",2,311,351,89,751,375.5,1574.829662,445.3075024
619,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии №390 имени генерала П.И. Батова",390,"http://sch390.mskobr.ru/","школа","Восточный административный округ","слияние",2,345,390,103,838,419,14683.129492,1631.4588324444
631,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №443",443,"http://schv443.mskobr.ru/","школа","Восточный административный округ","присоединение",1,639,638,178,1455,1455,5628.315406,687.4484854861
635,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики №1301 имени Е.Т. Гайдара",1301,"http://sch1301v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,309,359,101,769,384.5,11038.758998,1347.6629942222
636,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1926",1926,"http://sch1926v.mskobr.ru/","гимназия","Восточный административный округ","слияние",1,290,287,64,641,641,2372.820105,790.940035
637,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1797 «Богородская»",1797,"http://gym1797.mskobr.ru/","гимназия","Восточный административный округ","слияние",3,924,892,225,2041,680.3333333333,22024.694238,2447.1882486667
640,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2026",2026,"http://sch2026v.mskobr.ru/","школа","Восточный административный округ","присоединение",1,1037,1071,180,2288,2288,4422.926239,737.1543731667
641,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1927",1927,"http://sch1927v.mskobr.ru/","школа","Восточный административный округ","слияние",1,351,398,98,847,847,2372.820105,790.940035
642,"Государственное бюджетное образовательное учреждение города Москвы школа №2126 «Перово»",2126,"http://sch2126.mskobr.ru/","школа","Восточный административный округ","слияние",2,639,710,112,1461,730.5,5419.520585,903.2534308333
643,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2031",2031,"http://sch2031.mskobr.ru/","школа","Восточный административный округ","присоединение",1,819,810,119,1748,1748,4422.926239,737.1543731667
644,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики №1360",1360,"http://sch1360v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,611,646,307,1564,782,11311.865264,1312.0169809722
645,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1688",1688,"http://sch1688.mskobr.ru/","школа","Восточный административный округ","присоединение",1,264,263,70,597,597,10279.618143,790.7398571538
646,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1352",1352,"http://sch1352v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,975,1080,233,2288,1144,20559.236286,1581.4797143077
647,"Государственное бюджетное образовательное учреждение города Москвы гимназия №2072",2072,"http://sch2072v.mskobr.ru/","гимназия","Восточный административный округ","слияние",2,468,529,130,1127,563.5,10839.04117,1806.5068616667
649,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2036",2036,"http://sch2036v.mskobr.ru/","школа","Восточный административный округ","присоединение",3,1116,1171,151,2438,812.6666666667,13268.778717,2211.4631195
650,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1048 «Новокосино» ",1048,"http://gym1048v.mskobr.ru/","гимназия","Восточный административный округ","слияние",1,392,468,109,969,969,2372.820105,790.940035
652,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1269 ",1269,"http://sch1269v.mskobr.ru/","школа","Восточный административный округ","присоединение",3,645,744,181,1570,523.3333333333,5637.392399,930.4874075833
653,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №319",319,"http://sch319v.mskobr.ru/","школа","Восточный административный округ","присоединение",5,802,924,174,1900,380,13579.888505,2715.977701
654,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №448 ",448,"http://sch448.mskobr.ru/","школа","Восточный административный округ","присоединение",1,217,244,42,503,503,0,85.118985
657,"Государственное бюджетное образовательное учреждение города Москвы лицей №429 «Соколиная гора»",429,"http://cog429.mskobr.ru/","лицей","Восточный административный округ","слияние",3,1117,1114,290,2521,840.3333333333,12197.306697,1476.3905163333
659,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки №368 «Лосиный остров»",368,"http://sch368.mskobr.ru/","школа","Восточный административный округ","присоединение",1,352,260,62,674,674,10279.618143,790.7398571538
660,"Государственное бюджетное образовательное учреждение города Москвы лицей №1598",1598,"http://lyc1598v.mskobr.ru/","лицей","Восточный административный округ","присоединение",3,1289,1443,286,3018,1006,5399.907558,1349.9768895
663,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1476",1476,"http://gym1476.mskobr.ru/","гимназия","Восточный административный округ","слияние",2,493,430,115,1038,519,5413.244402,1353.3111005
664,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №400",400,"http://sch400v.mskobr.ru/","школа","Восточный административный округ","присоединение",1,176,188,46,410,410,13433.669745,1033.3592111539
665,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1021",1021,"http://sch1021v.mskobr.ru/","школа","Восточный административный округ","присоединение",1,339,301,55,695,695,661.802574,330.901287
667,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка №1246",1246,"http://sch1246v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,491,483,141,1115,557.5,6384.519896,1596.129974
669,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1563 ",1563,"http://gym1563v.mskobr.ru/","гимназия","Восточный административный округ","присоединение",2,411,468,159,1038,519,10279.618143,790.7398571538
670,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810",810,"http://sch810v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,453,435,114,1002,501,11371.65016,1624.5214514286
672,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1925",1925,"http://cov1925.mskobr.ru/","гимназия","Восточный административный округ","слияние",1,402,329,56,787,787,1245.3034,622.6517
674,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1505 «Московская городская педагогическая гимназия-лаборатория»",1505,"http://gym1505v.mskobr.ru/","гимназия","Восточный административный округ","присоединение",4,633,1046,238,1917,479.25,14460.606947,2237.9762919167
675,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №664",664,"http://sch664.mskobr.ru/","школа","Восточный административный округ","присоединение",1,301,276,52,629,629,661.802574,330.901287
676,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №647",647,"http://sch647.mskobr.ru/","школа","Восточный административный округ","присоединение",1,262,289,46,597,597,5519.379499,673.8314971111
677,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №633",633,"http://sch633v.mskobr.ru/","школа","Восточный административный округ","присоединение",1,145,144,32,321,321,0,0
678,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1852",1852,"http://sch1852.mskobr.ru/","школа","Восточный административный округ","слияние",2,346,341,75,762,381,13542.605652,1046.9761995289
679,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1508 «Измайловская»",1508,"http://gym1508.mskobr.ru/","гимназия","Восточный административный округ","присоединение",3,614,695,174,1483,494.3333333333,37030.92759,2837.3991611539
681,"Государственное бюджетное образовательное учреждение города Москвы гимназия №402 имени Алии Молдагуловой",402,"http://sch402.mskobr.ru/","гимназия","Восточный административный округ","слияние",2,462,624,119,1205,602.5,11371.65016,1624.5214514286
682,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №920",920,"http://sch920v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,517,487,133,1137,568.5,10839.04117,1806.5068616667
683,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2035",2035,"http://sch2035.mskobr.ru/","школа","Восточный административный округ","присоединение",1,283,293,62,638,638,1355.202338,677.601169
684,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1512",1512,"http://sch1512.mskobr.ru/","гимназия","Восточный административный округ","присоединение",2,442,398,134,974,487,3853.81198,770.762396
685,"Государственное бюджетное образовательное учреждение города Москвы гимназия №2200",2200,"http://gymnasium2200.mskobr.ru/","школа","Восточный административный округ","присоединение",3,694,601,165,1460,486.6666666667,12499.326582,962.1410401846
686,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1022",1022,"http://sch1022.mskobr.ru/","школа","Восточный административный округ","слияние",1,229,248,33,510,510,1041.951452,1041.951452
687,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1389 «Вешняковская лингвистическая гимназия»",1389,"http://sch1389u.mskobr.ru/","гимназия","Восточный административный округ","слияние",2,483,531,100,1114,557,6033.736364,986.2163677143
689,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1748 «Вертикаль»",1748,"http://gym1748v.mskobr.ru/","гимназия","Восточный административный округ","присоединение",3,911,942,201,2054,684.6666666667,20592.048558,1588.0421687077
690,"Государственное бюджетное образовательное учреждение города Москвы лицей №1795 «Лосиноостровский» ",1795,"http://lyc1795.mskobr.ru/","лицей","Восточный административный округ","слияние",2,432,493,98,1023,511.5,6384.519896,1596.129974
691,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1504",1504,"http://gym1504.mskobr.ru/","гимназия","Восточный административный округ","присоединение",3,1027,909,191,2127,709,40301.009235,3100.0776334615
692,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №2033",2033,"http://sch2033v.mskobr.ru/","школа","Восточный административный округ","слияние",2,511,515,98,1124,562,24687.28506,1891.5994407692
693,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №922 ",922,"http://sch922v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,360,487,121,968,484,26867.33949,2066.7184223077
694,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2093 имени А.Н. Савельева",2093,"http://sch2093.mskobr.ru/","школа","Восточный административный округ","слияние",2,361,391,103,855,427.5,4545.744468,2272.872234
695,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2094",2094,"http://sch2094.mskobr.ru/","школа","Восточный административный округ","слияние",3,543,619,144,1306,435.3333333333,12499.264458,1023.6106843846
696,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1475",1475,"http://sch1475v.mskobr.ru/","школа","Восточный административный округ","слияние",2,432,511,117,1060,530,20559.236286,1581.4797143077
697,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №892 ",892,"http://sch892.mskobr.ru/","школа","Восточный административный округ","слияние",2,352,370,75,797,398.5,6033.736364,986.2163677143
698,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1796 «Гольяново»",1796,"http://sch1796.mskobr.ru/","гимназия","Восточный административный округ","слияние",2,591,620,118,1329,664.5,10279.618143,790.7398571538
699,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №799",799,"http://sch799v.mskobr.ru/","школа","Восточный административный округ","присоединение",3,618,717,211,1546,515.3333333333,40301.009235,3100.0776334615
700,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1078",1078,"http://sch1078.mskobr.ru/","школа","Восточный административный округ","присоединение",2,461,565,136,1162,581,20559.236286,1581.4797143077
701,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1114 ",1114,"http://sch1114z.mskobr.ru/","школа","Западный административный округ","присоединение",2,407,448,96,951,475.5,3015.052276,1507.526138
704,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1584",1584,"http://sch1584.mskobr.ru/","гимназия","Западный административный округ","присоединение",4,674,652,149,1475,368.75,5458.334404,1364.583601
705,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1000",1000,"http://sch1000.mskobr.ru/","школа","Западный административный округ","присоединение",3,531,489,95,1115,371.6666666667,11428.497822,2285.6995644
706,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1002",1002,"http://sch1002.mskobr.ru/","школа","Западный административный округ","присоединение",3,1112,1067,0,2179,726.3333333333,12411.751273,2838.7321192667
707,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1726 ",1726,"http://sch1726z.mskobr.ru/","школа","Западный административный округ","присоединение",2,434,393,93,920,460,5053.581852,561.5090946667
709,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97",97,"http://sch97z.mskobr.ru/","школа","Западный административный округ","слияние",3,666,780,151,1597,532.3333333333,6423.53922,1605.884805
713,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1248",1248,"http://sch1248.mskobr.ru/","школа","Западный административный округ","присоединение",2,701,647,144,1492,746,4282.825676,2141.412838
716,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №56 имени академика В.А. Легасова",56,"http://sch56.mskobr.ru/","школа","Западный административный округ","присоединение",1,271,303,95,669,669,2526.790926,280.7545473333
717,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №712",712,"http://sch712.mskobr.ru/","школа","Западный административный округ","слияние",1,236,300,114,650,650,457.164126,457.164126
718,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1541",1541,"http://gym1541.mskobr.ru/","гимназия","Западный административный округ","присоединение",1,158,252,70,480,480,0,0
719,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №587",587,"http://sch587.mskobr.ru/","школа","Западный административный округ","присоединение",2,417,364,79,860,430,17653.305932,1961.4784368889
720,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №14",14,"http://sch14.mskobr.ru/","школа","Западный административный округ","присоединение",2,470,435,101,1006,503,5205.145452,1735.048484
722,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №63 ",63,"http://sch63.mskobr.ru/","школа","Западный административный округ","присоединение",1,359,370,101,830,830,3847.394581,769.4789162
723,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №64 ",64,"http://sch64.mskobr.ru/","школа","Западный административный округ","слияние",2,525,450,96,1071,535.5,15078.438008,2513.0730013333
725,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2101 «Филёвский образовательный центр»",2101,"http://sch2101.mskobr.ru/","школа","Западный административный округ","присоединение",5,800,836,225,1861,372.2,21823.29673,4364.659346
726,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №323",323,"http://sch323.mskobr.ru/","школа","Западный административный округ","присоединение",2,439,483,105,1027,513.5,3771.250672,1885.625336
728,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №806",806,"http://sch806.mskobr.ru/","школа","Западный административный округ","присоединение",3,810,694,120,1624,541.3333333333,8603.76987,2150.9424675
730,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814",814,"http://sch814z.mskobr.ru/","школа","Западный административный округ","присоединение",5,1211,1298,281,2790,558,23466.03511,4693.207022
731,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №875",875,"http://sch875.mskobr.ru/","школа","Западный административный округ","присоединение",2,601,569,126,1296,648,3953.890068,1976.945034
735,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1238",1238,"http://sch1238.mskobr.ru/","школа","Западный административный округ","присоединение",2,773,656,118,1547,773.5,4208.660136,1052.0220485
736,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1371",1371,"http://sch1371z.mskobr.ru/","школа","Западный административный округ","присоединение",2,601,525,100,1226,613,7694.789162,1538.9578324
737,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением естественных наук №1376 ",1376,"http://1376.mskobr.ru/","школа","Западный административный округ","присоединение",1,409,340,98,847,847,2104.330068,526.01102425
738,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1400",1400,"http://sch1400z.mskobr.ru/","школа","Западный административный округ","присоединение",4,955,1111,256,2322,580.5,26479.958898,2942.2176553333
739,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1432 «Новая школа»",1432,"http://sch1432.mskobr.ru/","школа","Западный административный округ","присоединение",1,444,400,55,899,899,1099.905586,549.952793
740,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1436",1436,"http://sch1436.mskobr.ru/","школа","Западный административный округ","слияние",1,189,233,52,474,474,3809.499274,761.8998548
741,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1437 ",1437,"http://co1437.mskobr.ru/","школа","Западный административный округ","присоединение",1,158,255,77,490,490,1099.905586,549.952793
743,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1455",1455,"http://sch1455.mskobr.ru/","школа","Западный административный округ","слияние",1,137,211,50,398,398,1411.733222,470.5777406667
744,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1467",1467,"http://sch1467.mskobr.ru/","школа","Западный административный округ","слияние",2,673,695,122,1490,745,2017.019712,1008.509856
