"OBJECTID_1";"ID";"NAME";"NUMB";"WEBSITE";"TYPE";"OKRUG";"FOUNDATION";"SCHOOLS_COUNT";"STEP1";"STEP2";"STEP3"
306;497,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1524";1524,000000;"http://lyc1524uv.mskobr.ru/";"лицей";"ЮВАО";"присоединение";4,000000;559,000000;738,000000;236,000000
307;499,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №481 имени Маршала Советского Союза И.Х. Баграмяна";481,000000;"http://schuv481.mskobr.ru/";"школа";"ЮВАО";"присоединение";2,000000;286,000000;321,000000;90,000000
308;505,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №45 имени Л.И. Мильграма";45,000000;"http://sch45uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";5,000000;1045,000000;1163,000000;328,000000
309;517,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1100";1100,000000;"http://sch1100uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";1,000000;284,000000;275,000000;97,000000
310;521,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №192";192,000000;"http://sch192uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";3,000000;396,000000;733,000000;248,000000
311;523,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1532";1532,000000;"http://gym1532uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";5,000000;1131,000000;1136,000000;247,000000
312;525,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1492";1492,000000;"http://sch1492uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";3,000000;834,000000;1009,000000;152,000000
313;526,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний «Искусство» №1372";1372,000000;"http://sch1372uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;243,000000;284,000000;68,000000
314;528,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1101";1101,000000;"http://sch1101uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";6,000000;832,000000;730,000000;196,000000
315;529,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1280 ";1280,000000;"http://sch1280uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;271,000000;242,000000;88,000000
316;530,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1883 «Бутово»";1883,000000;"http://sch1883uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";4,000000;863,000000;861,000000;156,000000
317;531,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №121 ";121,000000;"http://sch121uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;240,000000;285,000000;66,000000
318;533,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №170 имени А.П. Чехова ";170,000000;"http://sch170uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";3,000000;723,000000;875,000000;407,000000
319;534,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №625";625,000000;"http://gym625uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";3,000000;549,000000;573,000000;121,000000
320;537,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №117";117,000000;"http://sch117.mskobr.ru/";"школа";"ЮЗАО";"присоединение";5,000000;0,000000;0,000000;0,000000
321;538,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №9";9,000000;"http://sch9uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";2,000000;500,000000;430,000000;67,000000
322;539,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1995";1995,000000;"http://sch1995uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;506,000000;513,000000;132,000000
323;540,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информационных технологий №1368";1368,000000;"http://sch1368uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";2,000000;499,000000;601,000000;130,000000
324;543,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №49";49,000000;"http://sch49uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;799,000000;972,000000;290,000000
325;547,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №15";15,000000;"http://sch15uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;830,000000;978,000000;212,000000
326;551,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1174";1174,000000;"http://sch1174uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;253,000000;264,000000;42,000000
327;552,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1945";1945,000000;"http://sch1945uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;266,000000;248,000000;84,000000
328;553,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1981";1981,000000;"http://sch1981uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";2,000000;830,000000;881,000000;203,000000
329;554,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №536";536,000000;"http://sch536uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";3,000000;544,000000;551,000000;122,000000
330;555,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1786";1786,000000;"http://gym1786uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";1,000000;259,000000;264,000000;51,000000
331;557,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №17";17,000000;"http://sch17uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;1095,000000;1163,000000;282,000000
332;558,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1948 «Лингвист-М»";1948,000000;"http://sch1948uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";3,000000;700,000000;699,000000;137,000000
333;561,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1536";1536,000000;"http://gym1536uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";3,000000;262,000000;390,000000;150,000000
334;562,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2086";2086,000000;"http://sch2086uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";3,000000;809,000000;788,000000;375,000000
335;563,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №118";118,000000;"http://sch118uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";3,000000;616,000000;535,000000;115,000000
336;565,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1514";1514,000000;"http://gym1514uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";2,000000;382,000000;478,000000;188,000000
337;567,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №113";113,000000;"http://sch113uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";2,000000;549,000000;601,000000;137,000000
338;568,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №538 имени С.В. Гришина";538,000000;"http://sch538uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";3,000000;562,000000;391,000000;97,000000
339;570,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1279";1279,000000;"http://sch1279.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;850,000000;843,000000;239,000000
340;571,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1507";1507,000000;"http://gym1507uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";3,000000;886,000000;802,000000;177,000000
341;572,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1356";1356,000000;"http://sch1356uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;449,000000;303,000000;75,000000
342;573,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1613";1613,000000;"http://sch1613uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";2,000000;308,000000;304,000000;80,000000
343;574,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2006";2006,000000;"http://sch2006uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";1,000000;584,000000;599,000000;162,000000
344;575,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2009";2009,000000;"http://sch2009uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";5,000000;1222,000000;1489,000000;373,000000
345;576,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1354";1354,000000;"http://sch1354uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";3,000000;965,000000;1120,000000;272,000000
346;579,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1103 имени Героя Российской Федерации А.В. Соломатина";1103,000000;"http://sch1103uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";5,000000;752,000000;872,000000;237,000000
347;580,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1561";1561,000000;"http://lyc1561uz.mskobr.ru/";"лицей";"ЮЗАО";"присоединение";4,000000;685,000000;887,000000;225,000000
348;581,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1694 «Ясенево»";1694,000000;"http://sch1694uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";4,000000;502,000000;484,000000;110,000000
349;582,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1970";1970,000000;"http://sch1970uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";2,000000;303,000000;309,000000;83,000000
350;583,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №626 имени Н.И.Сац";626,000000;"http://sch626uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;952,000000;989,000000;160,000000
351;585,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №554";554,000000;"http://sch554uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";4,000000;576,000000;643,000000;180,000000
352;586,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1206";1206,000000;"http://sch1206uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;62,000000;155,000000;65,000000
353;587,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики и информатики №7";7,000000;"http://sch7uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;771,000000;695,000000;151,000000
354;588,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1534";1534,000000;"http://gym1534uz.mskobr.ru/";"гимназия";"ЮЗАО";"присоединение";3,000000;833,000000;1242,000000;345,000000
355;590,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1273";1273,000000;"http://sch1273uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";5,000000;754,000000;785,000000;212,000000
356;591,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2115";2115,000000;"http://sch2115.mskobr.ru/";"школа";"ЮЗАО";"слияние";4,000000;447,000000;333,000000;66,000000
357;595,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1980";1980,000000;"http://sch1980uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";2,000000;956,000000;1065,000000;266,000000
358;597,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1212";1212,000000;"http://sch1212.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;811,000000;804,000000;214,000000
359;598,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2103";2103,000000;"http://sch2103uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";4,000000;814,000000;793,000000;153,000000
360;599,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1205";1205,000000;"http://sch1205uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";4,000000;631,000000;656,000000;175,000000
361;602,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №199";199,000000;"http://sch199uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";3,000000;568,000000;564,000000;168,000000
362;604,000000;"Государственное бюджетное образовательное учреждение города Москвы «Образовательный комплекс ""Юго-Запад""»";120,000000;"http://spo39.mskobr.ru/";"образовательный комплекс";"ЮЗАО";"слияние";2,000000;335,000000;423,000000;51,000000
363;605,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1533 информационных технологий";1533,000000;"http://lyc1533.mskobr.ru/";"лицей";"ЮЗАО";"присоединение";2,000000;0,000000;552,000000;247,000000
364;607,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики и информатики №1355";1355,000000;"http://sch1355uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";2,000000;819,000000;831,000000;142,000000
365;610,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»";1404,000000;"http://gym1404.mskobr.ru/";"гимназия";"ВАО";"слияние";2,000000;304,000000;346,000000;111,000000
366;613,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1502 при МЭИ";1502,000000;"http://lycg1502.mskobr.ru/";"лицей";"ВАО";"присоединение";3,000000;272,000000;698,000000;608,000000
367;615,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №356 имени Н.З. Коляды";356,000000;"http://sch356.mskobr.ru/";"школа";"ВАО";"слияние";2,000000;328,000000;390,000000;84,000000
368;618,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №399";399,000000;"http://sch399.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;311,000000;351,000000;89,000000
369;619,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии №390 имени генерала П.И. Батова";390,000000;"http://sch390.mskobr.ru/";"школа";"ВАО";"слияние";2,000000;345,000000;390,000000;103,000000
370;631,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №443";443,000000;"http://schv443.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;639,000000;638,000000;178,000000
371;635,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики №1301 имени Е.Т. Гайдара";1301,000000;"http://sch1301v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;309,000000;359,000000;101,000000
372;636,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1926";1926,000000;"http://sch1926v.mskobr.ru/";"гимназия";"ВАО";"слияние";1,000000;290,000000;287,000000;64,000000
373;637,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1797 «Богородская»";1797,000000;"http://gym1797.mskobr.ru/";"гимназия";"ВАО";"слияние";4,000000;924,000000;892,000000;225,000000
374;640,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2026";2026,000000;"http://sch2026v.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;1037,000000;1071,000000;180,000000
375;641,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1927";1927,000000;"http://sch1927v.mskobr.ru/";"школа";"ВАО";"слияние";1,000000;351,000000;398,000000;98,000000
376;642,000000;"Государственное бюджетное образовательное учреждение города Москвы школа №2126 «Перово»";2126,000000;"http://sch2126.mskobr.ru/";"школа";"ВАО";"слияние";3,000000;639,000000;710,000000;112,000000
377;643,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2031";2031,000000;"http://sch2031.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;819,000000;810,000000;119,000000
378;644,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики №1360";1360,000000;"http://sch1360v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;611,000000;646,000000;307,000000
379;645,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1688";1688,000000;"http://sch1688.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;264,000000;263,000000;70,000000
380;646,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1352";1352,000000;"http://sch1352v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;975,000000;1080,000000;233,000000
381;647,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №2072";2072,000000;"http://sch2072v.mskobr.ru/";"гимназия";"ВАО";"слияние";2,000000;468,000000;529,000000;130,000000
382;649,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2036";2036,000000;"http://sch2036v.mskobr.ru/";"школа";"ВАО";"присоединение";3,000000;1116,000000;1171,000000;151,000000
383;650,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1048 «Новокосино» ";1048,000000;"http://gym1048v.mskobr.ru/";"гимназия";"ВАО";"слияние";1,000000;392,000000;468,000000;109,000000
384;652,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1269 ";1269,000000;"http://sch1269v.mskobr.ru/";"школа";"ВАО";"присоединение";3,000000;645,000000;744,000000;181,000000
385;653,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №319";319,000000;"http://sch319v.mskobr.ru/";"школа";"ВАО";"присоединение";5,000000;802,000000;924,000000;174,000000
386;654,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №448 ";448,000000;"http://sch448.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;217,000000;244,000000;42,000000
387;657,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №429 «Соколиная гора»";429,000000;"http://cog429.mskobr.ru/";"лицей";"ВАО";"слияние";3,000000;1117,000000;1114,000000;290,000000
388;659,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки №368 «Лосиный остров»";368,000000;"http://sch368.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;352,000000;260,000000;62,000000
389;660,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1598";1598,000000;"http://lyc1598v.mskobr.ru/";"лицей";"ВАО";"присоединение";3,000000;1289,000000;1443,000000;286,000000
390;663,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1476";1476,000000;"http://gym1476.mskobr.ru/";"гимназия";"ВАО";"слияние";2,000000;493,000000;430,000000;115,000000
391;664,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №400";400,000000;"http://sch400v.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;176,000000;188,000000;46,000000
392;665,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1021";1021,000000;"http://sch1021v.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;339,000000;301,000000;55,000000
393;667,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка №1246";1246,000000;"http://sch1246v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;491,000000;483,000000;141,000000
394;669,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1563 ";1563,000000;"http://gym1563v.mskobr.ru/";"гимназия";"ВАО";"присоединение";2,000000;411,000000;468,000000;159,000000
395;670,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810";810,000000;"http://sch810v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;453,000000;435,000000;114,000000
396;672,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1925";1925,000000;"http://cov1925.mskobr.ru/";"гимназия";"ВАО";"слияние";1,000000;402,000000;329,000000;56,000000
397;674,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1505 «Московская городская педагогическая гимназия-лаборатория»";1505,000000;"http://gym1505v.mskobr.ru/";"гимназия";"ВАО";"присоединение";4,000000;633,000000;1046,000000;238,000000
398;675,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №664";664,000000;"http://sch664.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;301,000000;276,000000;52,000000
399;676,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №647";647,000000;"http://sch647.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;262,000000;289,000000;46,000000
400;677,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №633";633,000000;"http://sch633v.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;145,000000;144,000000;32,000000
401;678,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1852";1852,000000;"http://sch1852.mskobr.ru/";"школа";"ВАО";"слияние";2,000000;346,000000;341,000000;75,000000
402;679,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1508 «Измайловская»";1508,000000;"http://gym1508.mskobr.ru/";"гимназия";"ВАО";"присоединение";3,000000;614,000000;695,000000;174,000000
403;681,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №402 имени Алии Молдагуловой";402,000000;"http://sch402.mskobr.ru/";"гимназия";"ВАО";"слияние";2,000000;462,000000;624,000000;119,000000
404;682,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №920";920,000000;"http://sch920v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;517,000000;487,000000;133,000000
405;683,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2035";2035,000000;"http://sch2035.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;283,000000;293,000000;62,000000
406;684,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1512";1512,000000;"http://sch1512.mskobr.ru/";"гимназия";"ВАО";"присоединение";2,000000;442,000000;398,000000;134,000000
407;685,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №2200";2200,000000;"http://gymnasium2200.mskobr.ru/";"школа";"ВАО";"присоединение";4,000000;694,000000;601,000000;165,000000
408;686,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1022";1022,000000;"http://sch1022.mskobr.ru/";"школа";"ВАО";"слияние";1,000000;229,000000;248,000000;33,000000
409;687,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1389 «Вешняковская лингвистическая гимназия»";1389,000000;"http://sch1389u.mskobr.ru/";"гимназия";"ВАО";"слияние";2,000000;483,000000;531,000000;100,000000
410;689,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1748 «Вертикаль»";1748,000000;"http://gym1748v.mskobr.ru/";"гимназия";"ВАО";"присоединение";4,000000;911,000000;942,000000;201,000000
411;690,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1795 «Лосиноостровский» ";1795,000000;"http://lyc1795.mskobr.ru/";"лицей";"ВАО";"слияние";2,000000;432,000000;493,000000;98,000000
412;691,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1504";1504,000000;"http://gym1504.mskobr.ru/";"гимназия";"ВАО";"присоединение";3,000000;1027,000000;909,000000;191,000000
413;692,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №2033";2033,000000;"http://sch2033v.mskobr.ru/";"школа";"ВАО";"слияние";2,000000;511,000000;515,000000;98,000000
414;693,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №922 ";922,000000;"http://sch922v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;360,000000;487,000000;121,000000
415;694,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2093 имени А.Н. Савельева";2093,000000;"http://sch2093.mskobr.ru/";"школа";"ВАО";"слияние";2,000000;361,000000;391,000000;103,000000
416;695,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2094";2094,000000;"http://sch2094.mskobr.ru/";"школа";"ВАО";"слияние";3,000000;543,000000;619,000000;144,000000
417;696,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1475";1475,000000;"http://sch1475v.mskobr.ru/";"школа";"ВАО";"слияние";2,000000;432,000000;511,000000;117,000000
418;697,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №892 ";892,000000;"http://sch892.mskobr.ru/";"школа";"ВАО";"слияние";2,000000;352,000000;370,000000;75,000000
419;698,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1796 «Гольяново»";1796,000000;"http://sch1796.mskobr.ru/";"гимназия";"ВАО";"слияние";2,000000;591,000000;620,000000;118,000000
420;699,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №799";799,000000;"http://sch799v.mskobr.ru/";"школа";"ВАО";"присоединение";3,000000;618,000000;717,000000;211,000000
421;700,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1078";1078,000000;"http://sch1078.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;461,000000;565,000000;136,000000
422;701,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1114 ";1114,000000;"http://sch1114z.mskobr.ru/";"школа";"ЗАО";"присоединение";2,000000;407,000000;448,000000;96,000000
423;704,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1584";1584,000000;"http://sch1584.mskobr.ru/";"гимназия";"ЗАО";"присоединение";4,000000;674,000000;652,000000;149,000000
424;705,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1000";1000,000000;"http://sch1000.mskobr.ru/";"школа";"ЗАО";"присоединение";3,000000;531,000000;489,000000;95,000000
425;706,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1002";1002,000000;"http://sch1002.mskobr.ru/";"школа";"ЗАО";"присоединение";3,000000;1112,000000;1067,000000;0,000000
426;707,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1726 ";1726,000000;"http://sch1726z.mskobr.ru/";"школа";"ЗАО";"присоединение";2,000000;434,000000;393,000000;93,000000
427;709,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97";97,000000;"http://sch97z.mskobr.ru/";"школа";"ЗАО";"слияние";3,000000;666,000000;780,000000;151,000000
428;713,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1248";1248,000000;"http://sch1248.mskobr.ru/";"школа";"ЗАО";"присоединение";3,000000;701,000000;647,000000;144,000000
429;716,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №56 имени академика В.А. Легасова";56,000000;"http://sch56.mskobr.ru/";"школа";"ЗАО";"присоединение";1,000000;271,000000;303,000000;95,000000
430;717,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №712";712,000000;"http://sch712.mskobr.ru/";"школа";"ЗАО";"слияние";1,000000;236,000000;300,000000;114,000000
431;718,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1541";1541,000000;"http://gym1541.mskobr.ru/";"гимназия";"ЗАО";"присоединение";1,000000;158,000000;252,000000;70,000000
