"SCHOOL_ID","BUILDING_ID","DIST"
10006,44488,126
10006,44489,80
10006,44490,98
10006,44491,73
10006,44492,106
10006,44493,100
10006,44494,89
10006,44495,189
10006,44496,143
10006,44497,138
10006,44498,261
10006,44499,335
10006,44500,409
10006,44501,364
10006,44502,304
10006,44503,249
10006,44504,263
10006,44505,359
10006,44506,353
10006,44507,381
10006,44508,416
10006,44509,318
10006,44513,345
10006,44514,299
10006,44515,198
10006,44516,328
10006,44517,423
10006,44539,461
10006,44540,447
10006,44541,473
10006,44543,488
10006,44547,491
10007,26911,235
10007,26912,214
10007,26913,188
10007,26914,377
10007,26915,315
10007,26916,337
10007,26917,409
10007,26921,424
10007,26922,189
10007,26931,469
10007,26932,464
10007,26933,402
10007,26944,474
10007,26945,427
10007,26946,391
10007,26947,342
10007,26948,308
10007,26959,456
10007,27906,491
10007,27919,460
10007,27939,73
10007,27940,226
10007,27941,293
10007,27942,340
10007,27943,500
10007,27944,8
10007,27945,110
10007,27946,119
10007,27947,469
10007,27952,348
10007,27953,294
10007,27954,382
10007,27955,409
10007,27960,472
10007,27966,308
10007,27967,384
10007,27968,461
10007,27971,189
10007,27972,342
10007,27973,210
10007,27974,478
10007,27975,419
10007,27976,462
10007,28028,422
10007,28034,403
10008,43279,490
10008,43280,382
10008,43283,470
10008,43285,498
10008,43287,383
10008,43288,181
10008,43289,102
10008,43290,100
10008,43291,80
10008,43292,204
10008,43293,260
10008,43294,243
10008,43295,356
10008,43296,365
10008,43297,434
10008,43301,418
10008,43302,412
10008,43303,377
10008,43304,272
10008,43305,290
10008,43306,277
10008,43307,216
10008,43308,116
10008,43309,154
10008,44308,490
10008,44309,392
10008,44310,455
10008,44313,356
10008,44322,457
10008,44512,427
10009,26769,481
10009,26770,437
10009,26771,386
10009,26774,342
10009,26775,354
10009,26776,475
10009,26777,467
10009,26778,432
10009,26779,420
10009,28816,263
10009,28817,221
10009,28818,191
10009,28819,256
10009,28820,226
10009,28821,301
10009,28822,271
10009,28824,465
10009,28825,398
10009,28826,380
10009,28827,366
10009,28828,425
10009,28831,186
10009,28832,85
10009,28833,442
10009,28836,141
10009,28837,147
10009,28838,162
10009,28839,207
10009,28840,260
10009,28841,233
10009,28842,398
10009,28843,291
10009,28844,305
10009,28845,408
10009,28846,481
10009,28879,128
10009,28880,148
10009,28881,181
10009,28882,222
10009,28883,285
10009,28884,318
10009,28886,376
10009,28889,390
10009,28890,316
10009,28892,449
10009,28893,357
10009,28895,399
10009,28897,436
10009,28898,473
10009,28900,346
10009,28901,217
10009,28902,451
10009,28904,302
10009,28905,117
10009,28906,466
10010,36392,493
10010,36393,366
10010,36394,390
10010,36395,188
10010,36396,148
10010,36397,236
10010,36398,71
10010,36399,82
10010,36400,206
10010,36401,204
10010,36402,361
10010,36403,475
10010,36404,448
10010,36529,500
10010,36570,349
10010,36571,392
10010,36572,430
10010,36573,491
10010,36574,313
10010,36575,277
10010,36576,353
10010,36577,473
10010,36578,298
10010,36579,495
10010,36581,312
10010,36582,444
10011,16319,402
10011,16329,302
10011,16330,357
10011,16331,311
10011,16332,434
10011,16333,453
10011,16349,227
10011,16353,64
10011,16356,113
10011,16357,103
10011,16358,308
10011,16359,441
10011,16360,431
10011,16361,437
10011,16362,467
10011,16363,407
10011,16365,373
10011,16366,345
10011,16367,300
10011,16369,221
10011,16370,356
10011,16371,300
10011,16372,372
10011,16373,273
10011,16375,418
10011,16376,379
10011,16378,394
10011,16380,495
10011,16383,450
10011,16384,460
10011,16386,182
10011,16387,101
10011,16389,122
10011,16390,148
10011,16391,234
10011,16392,103
10011,16393,193
10011,16394,211
10011,16395,206
10011,16397,270
10011,16398,264
10011,16399,334
10011,16400,411
10011,16403,334
10011,16404,462
10011,16405,425
10011,16406,389
10011,16407,332
10011,16409,354
10011,16410,438
10011,16431,500
10011,16463,329
10011,16478,492
10012,28547,469
10012,28549,395
10012,28550,431
10012,28552,385
10012,28554,417
10012,28560,164
10012,28561,131
10012,28562,201
10012,28563,319
10012,28575,286
10012,28576,275
10012,28577,381
10012,28578,175
10012,28579,202
10012,28580,129
10012,28582,414
10012,28583,458
10012,28584,254
10012,28586,398
10012,28587,210
10012,28588,292
10012,28589,372
10012,28590,468
10013,22237,390
10013,22238,380
10013,22239,457
10013,22240,404
10013,22241,427
10013,22242,431
10013,22247,470
10013,22248,500
10013,22256,433
10013,22453,304
10013,22454,304
10013,22455,393
10013,22456,352
10013,22457,340
10013,22458,357
10013,22465,447
10013,22466,372
10013,22467,368
10013,22468,379
10013,22469,428
10013,22470,307
10013,22471,255
10013,22472,203
10013,22473,178
10013,22474,165
10013,22475,212
10013,22476,117
10013,22477,182
10013,22478,246
10013,22479,267
10013,22480,299
10013,22481,143
10013,22482,99
10013,22483,125
10013,22484,176
10013,22485,77
10013,22486,185
10013,22487,172
10013,22488,180
10013,22489,206
10013,22490,243
10013,24472,490
10013,24479,486
10013,24505,461
10013,24509,500
10013,24510,398
10013,24511,378
10013,24512,341
10013,24525,227
10013,24526,283
10013,24528,297
10013,24529,367
10013,24530,360
10013,24531,436
10013,24532,417
10013,24533,231
10013,24535,250
10013,24536,295
10013,24537,393
10013,24538,469
10013,24562,143
10013,24563,170
10013,24564,215
10013,24565,261
10013,24566,310
10013,24567,250
10014,27098,478
10014,27275,400
10014,27276,383
10014,27277,500
10014,27283,351
10014,27284,479
10014,27289,323
10014,27290,488
10014,27293,327
10014,27294,449
10014,27298,270
10014,27299,226
10014,27300,202
10014,27301,396
10014,27304,287
10014,27305,392
10014,27306,317
10014,27307,395
10014,27308,245
10014,27309,262
10014,27310,378
10014,27311,359
10014,27320,492
10014,27321,462
10014,27322,470
10014,27324,482
10014,27325,468
10014,27326,488
10014,27327,460
10014,27328,404
10014,27329,444
10014,27330,500
10014,27333,356
10014,27334,298
10014,27335,243
10014,27336,441
10014,27350,332
10014,27351,298
10014,27352,165
10014,27353,148
10014,27354,159
10014,27355,252
10014,27356,313
10014,27357,398
10014,27358,129
10014,27359,131
10014,27360,184
10014,27361,233
10014,27362,343
10014,27363,267
10014,27364,301
10014,27365,202
10014,27366,261
10014,27367,221
10014,27375,482
10014,27376,321
10014,27377,288
10014,27378,314
10014,27379,345
10014,27380,379
10014,27381,415
10014,28713,455
10014,28731,474
10014,28735,500
10015,28613,379
10015,28614,344
10015,28615,430
10015,28617,312
10015,28618,276
10015,28619,288
10015,28620,268
10015,28621,377
10015,28623,206
10015,28624,231
10015,28625,222
10015,28626,274
10015,28627,326
10015,28628,424
10015,28634,396
10015,28635,394
10015,28640,481
10015,28643,286
10015,28647,310
10015,28648,222
10016,995,352
10016,996,398
10016,997,362
10016,998,331
10016,1000,210
10016,1001,179
10016,1002,149
10016,1006,279
10016,1007,129
10016,1008,120
10016,1009,98
10016,1010,77
10016,1011,111
10016,1012,227
10016,1013,317
10016,1014,195
10016,1015,202
10016,1016,175
10016,1017,166
10016,1018,138
10016,1019,190
10016,1020,131
10016,1021,89
10016,1022,73
10016,1026,97
10016,1028,490
10016,1030,220
10016,1034,195
10016,1100,379
10016,1101,402
10016,1102,333
10016,1103,355
10016,1104,434
10016,1106,437
10016,1107,412
10016,1108,440
10016,1109,454
10016,1110,426
10016,1112,397
10016,1113,346
10016,1126,280
10016,1127,293
10016,1128,261
10016,1129,299
10016,1130,284
10016,1132,268
10016,1154,467
10016,1155,480
10016,1173,418
10016,1174,420
10016,1175,447
10016,1177,403
10016,3282,390
10016,3283,467
10016,3284,397
10016,3338,240
10016,3339,304
10016,3340,352
10016,3341,379
10016,3346,190
10016,3349,278
10016,3590,292
10016,3591,337
10016,3592,359
10016,3593,398
10016,3594,406
10016,3595,430
10016,3597,422
10016,3598,447
10016,3599,481
10016,3609,369
10016,3664,406
10016,3665,420
10017,8425,499
10017,8426,448
10017,8430,489
10017,8431,388
10017,8436,494
10017,8446,434
10017,8447,394
10017,8449,371
10017,8450,467
10017,8451,440
10017,8452,416
10017,8455,420
10017,8517,461
10017,8600,307
10017,8601,247
10017,8602,256
10017,8603,305
10017,8604,159
10017,8605,155
10017,8606,172
10017,8607,199
10017,8608,232
10017,8609,99
10017,8610,241
10017,8611,195
10017,8612,330
10017,8613,374
10017,8614,419
10017,8615,441
10017,11931,365
10017,11932,319
10017,11933,430
10017,11934,396
10017,11935,448
10017,11936,476
10017,11940,249
10017,11943,190
10017,11944,280
10017,11945,226
10017,11946,206
10017,11947,319
10017,11948,279
10017,11949,486
10017,11959,433
10017,11963,471
10017,11964,479
10017,12006,440
10017,12007,374
10017,12008,253
10017,12009,375
10017,12010,330
10017,12011,296
10017,12012,346
10017,12014,468
10017,12046,158
10017,12047,200
10017,12048,134
10017,12049,180
10017,12050,235
10017,12051,397
10017,12052,386
10017,12053,197
10017,12054,174
10018,18580,434
10018,18581,414
10018,18582,422
10018,18583,480
10018,18592,493
10018,18743,457
10018,18744,283
10018,18745,386
10018,18747,300
10018,18748,308
10018,18749,388
10018,18751,146
10018,18752,269
10018,18754,318
10018,18755,137
10018,18756,272
10018,18757,131
10018,18759,488
10018,18760,408
10018,18761,124
10018,18762,298
10018,18764,348
10018,18771,371
10018,18773,315
10018,18774,259
10018,18775,170
10018,18776,199
10018,18777,68
10018,18778,89
10018,18779,135
10018,18780,167
10018,18781,291
10018,18782,224
10018,18783,240
10018,18784,277
10018,18785,345
10018,18786,379
10018,18787,430
10018,18788,335
10018,18789,285
10018,18790,229
10019,25646,309
10019,25647,173
10019,25648,218
10019,25649,284
10019,25650,138
10019,25651,126
10019,25652,158
10019,25653,172
10019,25654,201
10019,25655,248
10019,25656,251
10019,25657,307
10019,25658,281
10019,25659,286
10019,25660,212
10019,25661,176
10019,25662,183
10019,25663,117
10019,25664,106
10019,25665,114
10019,25666,180
10019,25667,218
10019,25668,385
10019,25669,349
10019,25670,366
10019,25671,337
10019,25672,344
10019,25673,322
10019,25674,326
10019,25675,223
10019,25676,230
10019,25677,313
10019,25678,351
10019,25679,339
10019,25680,338
10019,25681,333
10019,25682,125
10019,25683,222
10019,25684,236
10019,25685,313
10019,25686,263
10019,25688,317
10019,25689,341
10019,25690,441
10019,25691,441
10019,25692,223
10019,25693,292
10019,25694,224
10019,25695,106
10019,25696,138
10019,25697,158
10019,25698,196
10019,25699,183
10019,25700,170
10019,25701,114
10019,25702,194
10020,28592,354
10020,28593,284
10020,28594,339
10020,28595,330
10020,28596,330
10020,28597,104
10020,28598,339
10020,28599,319
10020,28600,275
10020,28601,211
10020,28602,180
10020,28603,464
10020,28604,201
10020,28605,213
10020,28606,279
10020,28607,266
10020,28609,302
10020,28610,304
10020,28612,327
10020,28616,421
10020,28641,427
10020,28642,371
10021,26099,113
10021,26100,89
10021,26101,108
10021,26102,191
10021,26103,135
10021,26105,248
10021,26108,169
10021,26109,171
10021,26112,242
10021,26115,184
10021,26116,214
10021,26117,272
10021,26118,218
10021,26120,242
10021,26121,283
10021,26122,292
10021,26123,249
10021,26124,321
10021,26125,406
10021,26126,434
10021,26127,371
10021,26129,421
10021,26130,484
10021,26133,475
10021,26134,248
10021,26135,289
10021,26137,214
10021,26138,207
10021,26139,145
10021,26147,381
10021,26148,346
10021,26150,490
10021,26151,461
10021,26152,378
10021,26153,312
10021,26154,384
10021,26155,344
10021,26165,470
10021,26175,330
10021,26176,410
10021,26177,266
10021,26179,224
10021,26181,230
10021,26182,323
10021,26183,294
10021,26292,335
10021,26293,351
10021,26294,333
10021,26295,369
10021,26296,437
10021,26298,429
10021,26299,491
10021,26311,219
10021,26312,140
10021,26313,141
10021,26314,87
10021,26315,89
10021,26316,168
10021,26318,203
10021,26319,288
10021,26320,295
10021,26321,378
10021,26334,266
10021,26335,333
10021,26336,328
10021,26337,275
10021,26338,275
10021,26339,342
10021,26340,292
10021,26341,381
10021,26342,340
10021,26343,442
10021,26344,414
10021,26345,393
10021,26346,483
10021,26347,447
10021,42822,472
10021,42824,373
10021,42825,333
10021,42826,443
10021,42892,419
10021,42893,381
10021,42894,369
10021,42919,496
10021,42934,454
10021,42935,381
10022,27093,344
10022,27094,295
10022,27095,389
10022,27096,328
10022,27097,448
10022,27144,447
10022,27145,479
10022,27197,453
10022,27199,458
10022,27200,361
10022,27203,467
10022,27204,481
10022,27205,92
10022,27206,164
10022,27207,352
10022,27208,448
10022,27209,459
10022,27210,352
10022,27211,434
10022,27212,484
10022,27213,453
10022,27220,443
10022,27221,401
10022,27222,399
10022,27223,353
10022,27224,348
10022,27225,259
10022,27227,276
10022,27228,179
10022,27229,89
10022,27230,72
10022,27231,59
10022,27232,69
10022,27233,181
10022,27234,111
10022,27235,105
10022,27236,93
10022,27237,114
10022,27238,145
10022,27239,170
10022,27240,459
10022,27241,381
10022,27242,290
10022,27243,296
10022,27244,200
10022,27245,183
10022,27246,180
10022,27247,216
10022,27248,228
10022,27249,285
10022,27250,283
10022,27251,340
10022,27252,314
10022,27253,316
10022,27254,323
10022,27255,336
10022,27256,263
10022,27257,313
10022,27258,231
10022,27259,154
10022,27260,116
10022,27261,250
10022,27262,177
10022,27263,413
10022,27264,473
10022,27266,394
10022,27268,471
10022,27269,485
10022,27270,447
10022,27271,459
10022,27272,291
10022,27273,384
10022,27274,315
10022,27275,460
10022,27276,470
10022,27277,359
10022,27278,326
10022,27279,296
10022,27280,294
10022,27281,319
10022,27282,362
10022,27284,401
10022,27285,373
10022,27286,355
10022,27287,359
10022,27288,378
10022,27290,452
10022,27292,419
10022,44034,493
10023,42721,438
10023,42723,407
10023,42724,428
10023,42725,320
10023,42726,370
10023,42727,374
10023,42728,272
10023,42730,312
10023,42731,240
10023,42732,277
10023,42733,249
10023,42734,182
10023,42735,210
10023,42737,224
10023,42738,195
10023,42739,186
10023,42765,487
10023,42766,482
10023,42767,440
10023,42768,442
10023,42769,377
10023,42770,428
10023,42771,395
10023,42772,378
10023,42782,431
10023,42785,127
10023,42786,139
10023,42787,215
10023,42788,247
10023,42789,280
10023,42790,307
10023,42791,347
10023,42794,433
10023,42795,389
10023,42796,374
10023,42797,315
10023,42798,260
10023,42799,262
10023,42800,186
10023,43179,414
10023,43180,320
10023,43182,438
10023,43183,390
10023,43220,468
10023,43221,333
10023,43222,216
10023,43223,182
10023,43224,88
10023,43225,114
10023,43226,59
10023,43227,198
10023,43228,263
10023,43229,294
10023,43230,309
10024,27060,441
10024,27061,495
10024,27063,379
10024,27064,311
10024,27065,255
10024,27066,264
10024,27067,141
10024,27068,308
10024,27069,254
10024,27070,346
10024,27071,294
10024,27072,400
10024,27073,342
10024,27074,312
10024,27154,183
10024,27155,204
10024,27156,273
10024,27157,263
10024,27158,121
10024,27159,78
10024,27160,110
10024,27161,423
10024,27162,403
10024,27163,277
10024,27164,385
10024,27165,236
10024,27166,172
10024,27167,126
10024,27179,431
10024,27182,439
10024,27185,456
10024,27186,390
10024,27189,334
10024,27190,461
10024,27192,332
10024,27193,484
10024,27194,372
10024,44096,317
10024,44097,219
10024,44098,184
10024,44099,274
10024,44100,184
10024,44101,283
10024,44102,375
10024,44103,353
10024,44112,444
10024,44113,464
10024,44136,433
10024,44141,472
10024,44142,299
10024,44144,426
10024,44145,485
10024,44147,446
10024,44148,380
10024,44149,378
10024,44150,467
10024,44151,367
10024,44152,495
10024,44155,367
10024,44218,491
10026,27880,453
10026,27915,498
10026,27916,412
10026,27917,380
10026,27918,469
10026,28062,220
10026,28145,325
10026,28146,364
10026,28147,423
10026,28149,302
10026,28150,347
10026,28151,421
10026,28152,460
10026,28179,128
10026,28181,368
10026,28197,276
10026,38921,329
10026,38922,397
10026,38923,437
10026,38925,490
10026,38948,329
10026,38979,453
10026,38984,492
10026,38986,472
10026,38987,468
10027,26774,481
10027,28798,367
10027,28799,394
10027,28800,426
10027,28801,434
10027,28802,419
10027,28803,297
10027,28804,233
10027,28816,353
10027,28817,490
10027,28818,460
10027,28831,485
10027,28832,383
10027,28836,400
10027,28837,379
10027,28838,358
10027,28839,332
10027,28840,481
10027,28841,382
10027,28843,447
10027,28844,373
10027,28845,491
10027,28877,383
10027,28878,471
10027,28879,175
10027,28880,154
10027,28881,148
10027,28882,160
10027,28883,181
10027,28884,94
10027,28886,147
10027,28889,238
10027,28890,234
10027,28892,339
10027,28893,300
10027,28894,444
10027,28895,360
10027,28897,416
10027,28898,470
10027,28900,314
10027,28901,255
10027,28902,221
10027,28903,375
10027,28904,211
10027,28905,224
10027,28906,292
10028,26896,467
10028,26897,408
10028,26898,355
10028,26900,490
10029,28536,350
10029,28537,413
10029,28538,484
10029,28556,419
10029,28557,428
10029,28559,284
10029,28592,476
10029,28603,333
10029,28608,333
10029,28625,487
10029,28627,464
10029,28628,353
10029,28629,183
10029,28630,122
10029,28631,63
10029,28632,135
10029,28633,123
10029,28634,320
10029,28635,319
10029,28636,237
10029,28637,235
10029,28638,226
10029,28639,247
10029,28640,380
10029,28641,474
10029,28647,452
10030,28066,358
10030,28067,395
10030,28079,409
10030,28080,477
10030,40219,333
10030,40220,306
10030,40221,306
10030,40224,422
10030,40241,259
10030,40242,200
10030,40243,228
10030,40244,342
10030,40245,311
10030,40246,477
10030,40331,458
10030,40333,484
10031,14198,387
10031,14199,260
10031,14200,347
10031,14201,256
10031,14202,391
10031,14203,389
10031,14204,350
10031,14205,267
10031,14206,324
10031,14207,339
10031,14208,183
10031,14209,400
10031,14210,319
10031,14212,464
10031,14213,266
10031,14214,388
10031,14215,325
10031,14216,376
10031,14217,264
10031,14218,167
10031,14219,209
10031,14220,217
10031,14221,231
10031,14222,377
10031,14223,444
10031,14224,482
10031,14226,366
10031,14227,408
10031,14228,464
10031,14229,475
10031,14230,189
10031,14231,111
10031,14232,242
10031,14233,172
10031,14234,224
10031,14235,265
10031,14240,456
10031,14245,413
10031,14246,406
10031,14247,365
10032,42409,391
10032,42410,464
10032,42411,228
10032,42412,142
10032,42415,452
10032,42416,379
10032,42417,311
10032,42418,186
10032,42419,164
10033,14538,434
10033,14539,342
10033,14540,197
10033,14541,161
10033,14542,206
10033,14543,206
10033,14544,347
10033,14546,457
10033,14547,438
10033,14548,431
10033,14549,417
10033,14550,449
10033,14551,408
10033,14552,376
10033,14553,348
10033,14555,462
10033,14574,416
10033,14575,245
10033,14576,127
10033,14577,136
10033,14578,127
10033,14579,407
10033,14580,422
10033,14581,435
10033,14582,488
10033,14583,355
10033,14586,272
10033,14587,259
10033,14588,464
10033,14589,260
10033,14590,312
10033,14592,248
10033,14593,143
10033,14594,145
10033,14595,148
10033,14596,425
10033,14597,249
10033,14598,311
10033,14599,238
10033,14600,349
10033,14620,436
10033,14621,496
10033,14622,371
10034,7455,352
10034,7456,379
10034,7457,325
10034,7458,269
10034,7459,286
10034,7460,354
10034,7463,492
10034,7464,453
10034,7465,452
10034,7467,493
10034,7469,491
10034,7475,348
10034,7477,333
10034,7479,282
10034,7497,165
10034,7502,419
10034,7503,427
10034,7507,453
10034,7508,475
10034,7519,403
10034,7588,207
10034,7589,243
10034,7590,240
10034,7591,181
10034,7592,333
10034,7593,318
10034,7594,125
10034,7596,77
10034,7597,427
10034,7598,355
10034,7599,375
10034,7600,398
10034,7601,286
10034,7603,248
10034,7604,246
10034,7605,159
10034,7607,126
10035,6988,432
10035,6994,431
10035,6998,341
10035,7020,460
10035,7021,338
10035,7023,209
10035,7117,288
10035,7118,285
10035,7123,448
10035,7125,401
10035,7133,486
10035,7134,448
10035,7136,477
10035,7141,361
10035,7162,324
10035,7172,480
10035,7173,332
10035,7174,455
10035,7175,374
10035,7176,495
10035,10700,112
10035,10702,73
10035,10703,107
10035,10706,115
10035,10707,235
10035,10708,226
10035,10788,425
10035,10789,362
10035,10791,199
10035,10792,235
10035,10924,426
10035,10926,467
10035,10991,491
10035,10994,430
10035,10995,387
10035,10996,345
10035,10997,405
10035,11046,170
10035,11052,311
10035,11053,201
10035,11055,179
10035,11056,147
10035,11057,102
10035,11067,200
10035,11068,262
10035,11069,166
10035,11070,121
10035,11071,192
10035,11072,261
10035,11073,225
10035,11074,292
10035,11076,367
10035,11077,375
10035,11078,406
10035,11080,287
10036,15317,417
10036,15333,145
10036,15337,467
10036,15339,438
10036,15340,378
10036,15342,454
10036,15345,297
10036,15346,233
10036,15348,199
10036,15349,159
10036,15351,317
10036,15357,310
10036,15361,342
10036,15362,321
10036,15365,365
10036,15366,394
10036,15369,244
10036,15377,442
10036,15380,490
10036,15381,482
10036,15383,410
10036,15384,421
10036,15385,436
10036,15388,443
10036,15392,498
10036,15394,419
10036,15395,417
10036,15406,449
10036,15408,233
10036,15411,206
10036,15412,177
10036,15413,155
10036,15414,129
10036,15415,94
10036,15416,461
10036,15417,92
10036,15418,137
10036,15419,102
10036,15421,208
10036,15422,188
10036,15423,240
10036,15424,381
10036,15425,287
10036,15426,271
10036,15427,369
10036,15428,358
10036,15429,407
10036,15430,451
10036,15431,444
10036,15432,415
10036,15435,317
10036,15436,386
10036,15437,355
10036,15438,334
10036,15439,320
10036,15440,294
10036,15441,291
10036,15443,390
10036,15444,348
10036,15445,313
10036,15448,466
10036,15449,431
10036,15450,244
10036,15453,279
10036,15454,419
10036,15455,330
10036,15456,108
10036,15457,134
10036,15458,253
10037,17173,314
10037,17174,272
10037,17175,218
10037,17177,375
10037,17178,478
10037,17179,414
10037,17180,463
10037,17188,445
10037,17195,247
10037,17196,147
10037,17197,380
10037,17199,311
10037,17200,236
10037,17202,416
10037,17206,453
10037,17207,492
10037,17216,408
10037,17217,481
10037,17218,371
10037,17219,449
10037,17236,485
10037,17242,383
10037,17244,331
10037,17247,254
10037,17248,227
10037,17249,223
10037,17250,110
10037,17251,278
10037,17252,223
10037,17255,239
10037,17256,444
10037,17257,350
10037,17258,267
10037,17259,200
10037,17260,455
10037,17261,384
10037,17262,298
10037,17263,420
10037,17265,422
10037,17271,416
10037,17276,289
10037,17277,212
10037,17278,120
10037,17279,276
10037,17280,177
10037,17287,475
10037,17288,439
10037,17289,473
10037,17290,312
10037,17293,180
10038,43978,130
10038,43979,254
10038,43980,394
10038,43988,300
10038,43989,91
10038,43990,445
10038,43991,398
10038,43992,495
10038,44003,397
10038,44004,299
10038,44005,134
10038,44006,230
10039,43046,185
10039,43056,476
10039,43057,447
10039,43058,491
10039,43061,481
10039,43075,442
10039,43076,395
10039,43077,479
10039,43079,427
10039,43083,477
10039,43086,460
10039,43089,492
10039,43093,446
10039,43094,370
10039,43095,410
10039,43103,333
10039,43104,365
10039,43105,368
10039,43112,346
10039,43113,305
10039,43114,250
10039,43115,272
10039,43116,217
10039,43117,229
10039,43118,295
10039,43119,228
10039,43120,272
10039,43121,222
10039,43122,202
10039,43123,155
10039,43124,156
10039,43125,105
10039,43126,148
10039,43127,74
10039,43128,182
10039,43129,247
10039,43130,174
10039,43131,81
10039,43132,108
10039,43133,245
10039,43134,174
10039,43135,132
10039,43136,91
10039,43137,114
10039,43138,85
10039,43139,263
10039,43140,235
10039,43142,148
10040,2969,481
10040,2970,494
10040,2974,500
10040,2990,418
10040,2991,486
10040,2992,396
10040,2994,339
10040,2995,281
10040,2996,315
10040,2997,363
10040,2998,59
10040,2999,120
10040,3000,169
10040,3001,140
10040,3002,71
10040,3003,124
10040,3004,206
10040,3006,486
10040,3027,444
10040,3028,449
10040,3029,430
