"ID","SCHOOL_ID","NAME","NUMB","CURRENT_USE","ADDRESS","OKRUG","RAYON","POINT_X","POINT_Y"
1308,11307,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики №240",240,"средняя школа","127490, город Москва, улица Мусоргского, дом 11 Г","СВАО","Отрадное",37.622051,55.865538
1309,11309,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики №506",506,"","115432, г. Москва, ул. Трофимова, дом 13 а","ЮВАО","Южнопортовый",37.670281,55.704151
1310,11310,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики и информатики №1355",1355,"","117623, г.Москва, ул. Джанкойская, д.7","ЮЗАО","Южное Бутово",37.577805,55.540526
1311,11311,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1022",1022,"","111621, г.Москва, Муромская ул., д.1А","ВАО","Косино-Ухтомский",37.852625,55.71343
1312,11312,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (греческим) компонентом образования №551",551,"","117556 г.Москва, Чонгарский б-р, д.12","ЮАО","Нагорный",37.612074,55.653808
1313,11313,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования №1331",1331,"","121002 г.Москва, Сивцев Вражек пер., д.18","ЦАО","Тверской",37.609238,55.775478
1314,11314,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования №223",223,"","125171 г. Москва, улица 3-ая Радиаторская, д. 8А","САО","Войковский",37.493259,55.81745
1315,11315,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (еврейским) компонентом образования №1621",1621,"","107078 Москва, Малый Козловский пер., д.3","ЦАО","Басманный",37.649281,55.764968
1316,11316,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1107",1107,"","117593, г.Москва, Соловьиный проезд, дом 4, корпус 2","ЮЗАО","Ясенево",37.547978,55.615021
1317,11317,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №225",225,"","125130, г. Москва, улица Клары Цеткин, дом 27","САО","Войковский",37.515534,55.8247
1318,11318,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №838",838,"средняя школа","115487 г. Москва, ул. Новинки,дом 8","ЮАО","Нагатинский Затон",37.670531,55.676112
1319,11319,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №868",868,"","115516 г. Москва, ул. Севанская, дом №13 корп.2","ЮАО","Царицыно",37.653289,55.621235
1320,11320,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №877",877,"","115404 Москва,ул.Бирюлевская, д.23 корп.1","ЮАО","Бирюлёво Восточное",37.665794,55.59358
1321,11321,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №992",992,"начальная школа","115408 город Москва, улица Борисовские пруды, дом 36,корпус 2","ЮАО","Братеево",37.762478,55.639209
1322,11322,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским)компонентом образования №998",998,"средняя школа","115408 город Москва, улица Борисовские пруды, дом 36,корпус 2","ЮАО","Братеево",37.763991,55.639539
1323,11323,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №999",999,"средняя школа","115408 город Москва, улица Борисовские пруды, дом 36,корпус 2","ЮАО","Братеево",37.766236,55.640159
1324,11324,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (азербайджанским) компонентом образования №157 имени К.А. Керимова",157,"","125493 г. Москва, Кронштадский б-р, д.33","САО","Головинский",37.499888,55.844261
1325,11325,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (корейским) компонентом образования №1086",1086,"","117279, г.Москва, ул.Введенского, д.32-А","ЮЗАО","Коньково",37.528347,55.635173
1326,11326,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1148 имени Ф.М.Достоевского",1148,"","109387, г. Москва, ул. Краснодонская д.2, кор.4","ЮВАО","Люблино",37.751076,55.686548
1327,11327,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1316",1316,"","127221, г. Москва, улица Молодцова, дом 4, строение 1","СВАО","Северное Медведково",37.642249,55.880273
1328,11328,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №141",141,"","123308,  г. Москва, ул. Зорге, д. 4","САО","Хорошёвский",37.514085,55.778896
1329,11329,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (татарским) компонентом образования №1186 имени Мусы Джалиля",1186,"","109559, г. Москва, ул. Белореченская, д. 19, корп. 2","ЮВАО","Люблино",37.767612,55.671987
1330,11330,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (еврейским) компонентом образования №1871",1871,"","101000 г. Москва, ул. Мясницкая, д.40","ЦАО","Басманный",37.642992,55.766423
1331,11331,"Государственное бюджетное образовательное учреждение города Москвы центр образования №656 имени А.С. Макаренко",656,"","127474, г. Москва, Бескудниковский бульвар, дом 29","САО","Бескудниковский",37.552408,55.871016
1332,11332,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1048",1048,"","111672, Москва, ул.Салтыковская, д.13 Б","ВАО","Новокосино",37.863483,55.737617
1333,11333,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1085",1085,"","109548, г. Москва, ул. Гурьянова, д. 15","ЮВАО","Печатники",37.721859,55.68905
1334,11334,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1089 «Коллаж»",1089,"","123154, г.Москва, ул.Берзарина, д.19, корп.2","СЗАО","Хорошёво-Мнёвники",37.476475,55.786788
1335,11335,"Государственное бюджетное образовательное учреждение города Москвы центр образования №109",109,"начальная школа","117513 г. Москва, ул. Академика Бакулева, д. 20","ЮЗАО","Тёплый Стан",37.479092,55.642444
1336,11335,"Государственное бюджетное образовательное учреждение города Москвы центр образования №109",109,"средняя школа","117513 г. Москва, ул. Академика Бакулева, д. 20","ЮЗАО","Тёплый Стан",37.475583,55.640663
1337,11337,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1674",1674,"начальная школа","121609 г. Москва, ул. Осенняя, д.8, к.1,3","ЗАО","Крылатское",37.403018,55.759278
1338,10050,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1130",1130,"","121609 г. Москва, ул. Осенняя, д.8, к.1,3","ЗАО","Крылатское",37.405048,55.760818
1339,11339,"Государственное бюджетное образовательное учреждение города Москвы центр образования №117",117,"","117393, г. Москва, ул. Академика Пилюгина, дом 18, корпус 1","ЮЗАО","Ломоносовский",37.53406,55.669412
1340,11340,"Государственное бюджетное образовательное учреждение города Москвы центр образования №118",118,"","119311, г.Москва, Ленинский проспект, д.76","ЮЗАО","Ломоносовский",37.529723,55.686974
1341,11341,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1239",1239,"","123001 г.Москва, Вспольный пер.,д.6, стр.3","ЦАО","Пресненский",37.588584,55.760398
1342,11342,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1240",1240,"","123056 г.Москва, Б.Кондратьевский пер., д.3","ЦАО","Пресненский",37.577894,55.772604
1343,11343,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1296",1296,"","127591, г. Москва, Керамический проезд, дом 55, корпус 3","САО","Восточное Дегунино",37.562767,55.877592
1344,11344,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1311 «Тхия»",1311,"","119421, г.Москва, Ленинский проспект, дом 97, корпус 1","ЮЗАО","Обручевский",37.523819,55.671581
1345,11345,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1329",1329,"","119602, г. Москва, ул. Никулинская, д.10","ЗАО","Тропарёво-Никулино",37.464914,55.668921
1346,11346,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1364",1364,"","119619 г.Москва, ул. Производственная, д. 3, корп. 2","ЗАО","Солнцево",37.383282,55.648878
1347,11347,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1403",1403,"","109125,  г.Москва 1-й Саратовский пр-д, д. 5","ЮВАО","Текстильщики",37.736363,55.71165
1348,11348,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1408",1408,"","109443, г. Москва, Есенинский бульвар, д. 14, корп. 2","ЮВАО","Кузьминки",37.774774,55.700624
1349,11349,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1409",1409,"","125252, г. Москва, Ходынский бульвар, д.7","САО","Хорошёвский",37.531423,55.784266
1350,11350,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1417",1417,"","109559, г. Москва, ул. Марьинский парк, д. 43","ЮВАО","Люблино",37.793531,55.671694
1351,11351,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1419",1419,"начальная школа","127540 г. Москва, Керамический ,д. 47 А","САО","Восточное Дегунино",37.563283,55.876182
1352,11351,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1419",1419,"средняя школа","127540 г. Москва, Керамический ,д. 47 А","САО","Восточное Дегунино",37.566166,55.872711
1353,11353,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1421",1421,"","109117, г. Москва, ул. Васильцовский стан, д. 4","ЮВАО","Рязанский",37.753109,55.713492
1354,11354,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1422",1422,"","109548, г. Москва, ул. Шоссейная, д. 7","ЮВАО","Печатники",37.728913,55.689566
1355,11355,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1424",1424,"","125167 г. Москва, Ленинградский пр-кт, д.46","САО","Аэропорт",37.544895,55.796015
1356,11356,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1428",1428,"","115404 г. Москва, Ряжская ул. д.13,к.1","ЮАО","Бирюлёво Восточное",37.670275,55.591289
1357,11357,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1430",1430,"","127572, г.Москва, ул.Новгородская, д.21А","СВАО","Лианозово",37.57798,55.900649
1358,11358,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1432 «Новая школа»",1432,"","119634 г.Москва, ул.Шолохова, д. 19","ЗАО","Ново-Переделкино",37.341367,55.642621
1359,11359,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1433",1433,"","115573 г. Москва, Шипиловская, ул., д.46 корп.3","ЮАО","Зябликово",37.735904,55.61952
1360,11360,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1436",1436,"","119297 г.Москва, ул. Родниковая, д.20, корпус 1","ЗАО","Солнцево",37.380609,55.63428
1361,11361,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1437",1437,"","119634 г. Москва, ул. Федосьино, д.16, корп.3","ЗАО","Ново-Переделкино",37.336993,55.639877
1362,11362,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1438",1438,"","119517 г. Москва,  Матвеевская улица, д.20, к.2","ЗАО","Очаково-Матвеевское",37.46787,55.70481
1363,11363,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1439",1439,"","109431, г. Москва, Жулебинский бульвар, дом 38","ЮВАО","Выхино-Жулебино",37.847861,55.683927
1364,11364,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1440",1440,"","121609 г.Москва, Осенний бульвар, д. 10, корпус 3","ЗАО","Крылатское",37.412665,55.757531
1365,11365,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1443",1443,"","111674, г. Москва, ул. Рудневка, д.10","ВАО","Косино-Ухтомский",37.889803,55.7152
1366,11366,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1444",1444,"","129336 г.Москва, Анадырский проезд, дом 51","СВАО","Лосиноостровский",37.70414,55.879152
1367,11367,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1445",1445,"","117574, г.Москва, улица Голубинская, дом 5, корпус 4","ЮЗАО","Ясенево",37.517587,55.605748
1368,11367,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1445",1445,"","117574, г.Москва, улица Голубинская, дом 5, корпус 4","ЮЗАО","Ясенево",37.517752,55.604816
1369,11369,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1448",1448,"","119192 г.Москва, Мичуринский проспект, д. 5, корпус 1","ЗАО","Раменки",37.512648,55.702474
1370,11370,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1449",1449,"","127576, город Москва, улица Угличская, дом 6 А","СВАО","Лианозово",37.570176,55.894893
1371,11371,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №666",666,"","117556, г. Москва, ул. Фруктовая д.9","ЮАО","Нагорный",37.612809,55.657867
1372,11372,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1450",1450,"","117556, г. Москва, ул. Фруктовая д.9","ЮАО","Нагорный",37.612194,55.658691
1373,11373,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1454",1454,"","127422,  г. Москва, улица Тимирязевская, дом 14 А","САО","Тимирязевский",37.569136,55.813242
1374,11374,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1455",1455,"","119633 г.Москва, Боровское шоссе, д.18, корп.4","ЗАО","Ново-Переделкино",37.366901,55.650978
1375,11375,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1456",1456,"","117623, г.Москва, ул. 3-я Железногорская, дом 11А","ЮЗАО","Южное Бутово",37.58411,55.532875
1376,11376,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1457",1457,"","109145, г.Москва, Хвалынский бульвар, д. 4, корпус 4","ЮВАО","Выхино-Жулебино",37.849331,55.700341
1377,11377,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1459",1459,"","127273, г. Москва, ул. Отрадная, д. 11А","СВАО","Отрадное",37.61286,55.85758
1378,11378,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1460",1460,"","109156, г. Москва, ул. Привольная, д. 37","ЮВАО","Выхино-Жулебино",37.851274,55.691562
1379,11379,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1463",1463,"","123368, г.Москва, ул.Барышиха, д.29, к.1","СЗАО","Митино",37.34348,55.846581
1380,11380,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1464",1464,"","129626, г. Москва, улица Павла Корчагина, дом 1-а","СВАО","Алексеевский",37.655214,55.813175
1381,11381,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1467",1467,"","119634 г.Москва, ул.Шолохова, д. 9","ЗАО","Ново-Переделкино",37.347582,55.639118
1382,11382,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1468",1468,"","109544 г.Москва, Новорогожская ул., д.9.","ЦАО","Таганский",37.681127,55.742841
1383,11383,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1469",1469,"","109462, г. Москва, ул. Юных Ленинцев, д. 45, корп. 2","ЮВАО","Кузьминки",37.754103,55.702201
1384,11384,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1470",1470,"","129164, г. Москва, ул. Маломосковская, д.7","СВАО","Алексеевский",37.644294,55.813873
1385,11385,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1471",1471,"","121614 г. Москва, ул. Крылатская, д.25","ЗАО","Крылатское",37.4136,55.770761
1386,11386,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1474",1474,"","125475 г. Москва, ул. Клинская, д.22","САО","Ховрино",37.490563,55.871343
1387,11387,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1475",1475,"","107497, г. Москва, ул. Новосибирская, д. 8 А","ВАО","Гольяново",37.822719,55.815688
1388,11388,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1476",1476,"","105568, Москва, ул. Челябинская, д. 20","ВАО","Ивановское",37.831504,55.777024
1389,11389,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №189",189,"","127051 г.Москва, Большой Каретный пер., д.22, стр.6","ЦАО","Тверской",37.619923,55.769376
1390,11390,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1276",1276,"","127051 г.Москва, Большой Каретный пер., д.22, стр.6","ЦАО","Тверской",37.618129,55.772452
1391,11391,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1480",1480,"начальная школа","105064, г.Москва, Гороховский пер., д.10, стр.1","ЦАО","Басманный",37.671064,55.767071
1392,11391,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1480",1480,"средняя школа","105064, г.Москва, Гороховский пер., д.10, стр.1","ЦАО","Басманный",37.665993,55.764902
1393,11393,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1481",1481,"","125635, г. Москва ул. Ангарская, д. 22-а","САО","Западное Дегунино",37.519174,55.874432
1394,11394,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1482",1482,"","127081 г. Москва, ул. Заповедная, д. 12","СВАО","Южное Медведково",37.635329,55.867096
1395,11395,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1483",1483,"","105043, г. Москва, 7-я Парковая,  дом  1-а","ВАО","Измайлово",37.792557,55.790154
1396,11396,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1485",1485,"","119571 г.Москва, Проспект Вернадского, д. 127, корпус 2","ЗАО","Тропарёво-Никулино",37.483574,55.653386
1397,11397,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1486",1486,"","127562 г.Москва. Алтуфьевское шоссе, д.12, корпус 1","СВАО","Отрадное",37.588031,55.855138
1398,11398,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1487",1487,"","127540, г. Москва, Дубнинская ул., д. 18-А","САО","Восточное Дегунино",37.5656,55.869412
1399,11399,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1488",1488,"","119415  г.Москва, Ленинский проспект, д.132","ЗАО","Проспект Вернадского",37.509096,55.666952
1400,11400,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1490",1490,"","127253 г. Москва, ул. Псковская, дом 12, корпус 3","СВАО","Лианозово",37.554359,55.903542
1401,11401,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1491",1491,"","127562, город Москва, улица  Каргопольская, дом 13, корпус 2","СВАО","Отрадное",37.590319,55.864892
1402,11402,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1494",1494,"начальная школа","127427, город  Москва, улица Ботаническая, дом 9А","СВАО","Марфино",37.600276,55.824112
1403,11402,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1494",1494,"средняя школа","127427, город  Москва, улица Ботаническая, дом 9А","СВАО","Марфино",37.59201,55.827743
1404,11404,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1496",1496,"начальная школа","119049 г.Москва, Ленинский проспект, д.13а","ЦАО","Якиманка",37.603578,55.72199
1405,11404,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1496",1496,"средняя школа","119049 г.Москва, Ленинский проспект, д.13а","ЦАО","Якиманка",37.605907,55.723458
1406,11406,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1497",1497,"","121309  г.Москва, ул.Барклая, дом 15,корп. 3","ЗАО","Филёвский Парк",37.493087,55.744761
1407,11407,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1499",1499,"","129128 г. Москва, ул. Ростокинская, д.3","СВАО","Ростокино",37.660693,55.835661
1408,11408,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1601",1601,"начальная школа","127220 г. Москва, ул. Нижняя Масловка, д. 16","САО","Савёловский",37.581164,55.797803
1409,11408,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1601",1601,"средняя школа","127220 г. Москва, ул. Нижняя Масловка, д. 16","САО","Савёловский",37.573566,55.792374
1410,11410,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1602",1602,"","111625, г. Москва, ул. Златоустовская, д. 3","ВАО","Косино-Ухтомский",37.864996,55.703902
1411,11411,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1613",1613,"начальная школа","117628, г. Москва, ул. Ратная, дом 6 Б","ЮЗАО","Северное Бутово",37.587822,55.573685
1412,11411,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1613",1613,"средняя школа","117628, г. Москва, ул. Ратная, дом 6 Б","ЮЗАО","Северное Бутово",37.586731,55.573951
1413,11413,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1619 имени М.И. Цветаевой",1619,"","123458, г. Москва, ул. Таллинская, д. 20, корп. 4","СЗАО","Строгино",37.404653,55.797329
1414,11414,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1631",1631,"","127411, г. Москва, Дмитровское шоссе, дом 137А","САО","Дмитровский",37.539944,55.892424
1415,11415,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №414",414,"","105005,Москва, Кондрашевский тупик, д. 3А","ЦАО","Басманный",37.706102,55.779008
1416,11416,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков №1203",1203,"","105005,Москва, Кондрашевский тупик, д. 3А","ЦАО","Басманный",37.688002,55.768896
1417,11417,"Государственное бюджетное образовательное учреждение города Москвы центр образования №166",166,"","127572 г. Москва, Алтуфьевское шоссе, дом 97, корпус 3","СВАО","Лианозово",37.583945,55.903556
1418,11418,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №685",685,"","127591, г. Москва ул. Дубнинская, д. 46, кор. 2","САО","Восточное Дегунино",37.555476,55.881466
1419,11419,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1678 «Восточное Дегунино»",1678,"","127591, г. Москва ул. Дубнинская, д. 46, кор. 2","САО","Восточное Дегунино",37.560768,55.891563
1420,11420,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1681 «Бутово-3»",1681,"","117216, г. Москва, бульвар Дмитрия Донского, д. 14А","ЮЗАО","Северное Бутово",37.570496,55.566161
1421,11421,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1682",1682,"","127543 г. Москва, ул. Белозерская, д.7","СВАО","Бибирево",37.611707,55.898723
1422,11422,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1685",1685,"","109240 г.Москва, Берниковская набер., д.12, стр.1","ЦАО","Таганский",37.650953,55.74908
1423,11423,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1694 «Ясенево»",1694,"","117593, г. Москва, Литовский бульвар, дом 11, корпус 6","ЮЗАО","Ясенево",37.544506,55.612728
1424,11423,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1694 «Ясенево»",1694,"","117593, г. Москва, Литовский бульвар, дом 11, корпус 6","ЮЗАО","Ясенево",37.550919,55.613153
1425,11425,"Государственное бюджетное образовательное учреждение города Москвы центр образования №170 имени А.П.Чехова",170,"","117485, г. Москва, Профсоюзная ул., дом 96 Б","ЮЗАО","Коньково",37.524989,55.650024
1426,11426,"Государственное бюджетное образовательное учреждение города Москвы центр образования №175",175,"","127006 г.Москва, Старопименовский пер., д.5","ЦАО","Тверской",37.600456,55.769329
1427,11427,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1811 «Измайлово»",1811,"начальная школа","105203, г. Москва, Первомайская ул., 111.","ВАО","Восточное Измайлово",37.808852,55.795909
1428,11427,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1811 «Измайлово»",1811,"средняя школа","105203, г. Москва, Первомайская ул., 111.","ВАО","Восточное Измайлово",37.814725,55.793934
1429,11429,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1816",1816,"","121096 г. Москва, ул. Кастанаевская, д. 9А","ЗАО","Филёвский Парк",37.495091,55.737791
1430,11430,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1830",1830,"","111674, г. Москва, ул. 1-я Вольская, д. 5","ЮВАО","Некрасовка",37.918341,55.684378
1431,11431,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1847",1847,"","125315 г. Москва, М. Коптевский пр, д. 3","САО","Аэропорт",37.531441,55.809809
1432,11432,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1852",1852,"","111399, г. Москва, Федеративный проспект,  11","ВАО","Перово",37.779212,55.755991
1433,11433,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1861 «Загорье»",1861,"начальная школа","115598 Москва, Загорьевский пр., 13","ЮАО","Бирюлёво Восточное",37.680195,55.578116
1434,11434,"Новая школа в микрорайоне «Загорье»",,"средняя школа","115598 Москва, Загорьевский пр., 13","ЮАО","Бирюлёво Восточное",37.671658,55.577386
1435,11435,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1862",1862,"начальная школа","117452 г. Москва, ул. Черноморский бульвар д.6","ЮАО","Нагорный",37.614331,55.647868
1436,11435,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1862",1862,"средняя школа","117452 г. Москва, ул. Черноморский бульвар д.6","ЮАО","Нагорный",37.614305,55.646416
