ID;NAME;COMPLEX_ID;NUMB;TYPE
1500;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1142;418;1142;
1587;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1147;439;1147;
2818;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1149;809;1149;
219;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №115;55;115;
2831;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1150 имени Героя Советского Союза К.К. Рокоссовского;814;1150;
2789;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1151;800;1151;
226;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1155 ;57;1155;
388;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №116 ;121;116;
2171;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1163;607;1163;
2465;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1167;698;1167;
406;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1168;115;1168;
1247;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1171;347;1171;
1211;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1173;340;1173;
1957;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1174;551;1174;
1994;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1176;564;1176;
1332;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1179;366;1179;
2093;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №119 ;587;119;
419;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1190;118;1190;
444;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1191 ;126;1191;
414;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1192;117;1192;
2778;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1194;797;1194;
2679;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1195;762;1195;
2629;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №12;746;12;
2160;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №120;604;120;
1894;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №121;531;121;
2137;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №125;598;125;
1887;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №126;528;126;
171;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №128;45;128;
233;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №131;130;131;
1763;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1314;484;1314;
2466;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1320;698;1320;
158;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1323;42;1323;
80;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №136;28;136;
430;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №138;122;138;
1064;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №139;302;139;
2538;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №14 ;720;14;
2605;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1400 ;738;1400;
1661;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1420;460;1420;
1543;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1423;428;1423;
220;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №143;55;143;
200;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1431;51;1431;
2611;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1432 «Новая школа»;739;1432;
2616;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1437;741;1437;
2656;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1465 имени адмирала Н.Г. Кузнецова;756;1465;
1605;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1469;443;1469;
640;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1474;188;1474;
743;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №148;213;148;
2731;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1485;781;1485;
1696;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1493;468;1493;
1944;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №15;547;15;
740;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №152;212;152;
654;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №153;190;153;
718;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №155;206;155;
2060;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №156;580;156;
653;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №158;190;158;
371;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №160;122;160;
1414;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1623;385;1623;
1315;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1640;362;1640;
675;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №167 имени Маршала Л.А. Говорова;194;167;
2267;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1688;645;1688;
2812;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1692;807;1692;
1973;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №17;557;17;
116;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №171;34;171;
2759;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1710;811;1710;
2192;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1714;660;1714;
1480;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1716 «Эврика-Огонек»;414;1716;
459;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №172;131;172;
2502;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1726;707;1726;
1781;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1738 имени авиаконструктора М.Л. Миля;488;1738;
2770;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1739;795;1739;
2781;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1740;798;1740;
2687;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1741;765;1741;
358;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1743;100;1743;
717;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»;206;1784;
971;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №180;275;180;
693;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №184;200;184;
126;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1840;35;1840;
529;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №185;164;185;
1986;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №187;561;187;
2147;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №190;599;190;
1697;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1902;468;1902;
1669;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1904;461;1904;
1789;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1905;491;1905;
1622;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1908;447;1908;
1676;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1909;463;1909;
2103;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №191;588;191;
2829;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1912;813;1912;
2822;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1913;810;1913;
2069;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1916;582;1916;
355;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1918 имени Героя Советского Союза А.П. Белобородова;99;1918;
1869;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №192;521;192;
1693;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1922;467;1922;
1345;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1929;369;1929;
1979;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №193;559;193;
2126;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1931;595;1931;
1689;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1935;466;1935;
1662;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1937;460;1937;
2832;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1940;814;1940;
1959;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1945;552;1945;
1928;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1946;542;1946;
1005;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1956;285;1956;
1558;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1965;433;1965;
1475;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1967;433;1967;
1754;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1968;482;1968;
2154;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №197;601;197;
2068;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1970;582;1970;
1876;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1971;524;1971;
2037;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1972;575;1972;
137;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1974;36;1974;
1879;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1978;525;1978;
2125;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1980;595;1980;
1962;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1981;553;1981;
333;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1985;93;1985;
1725;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1986 имени Героя Советского Союза М.П.Судакова;476;1986;
1531;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1987 ;425;1987;
2156;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №199;602;199;
1925;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1994;541;1994;
1919;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1995;539;1995;
1628;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1996;450;1996;
1167;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1997;328;1997;
2003;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №20;567;20;
2131;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №200;597;200;
1253;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2001;349;2001;
2123;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2008;594;2008;
2036;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2009;575;2009;
1724;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2010;476;2010;
1801;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2011 имени И.Н. Кожедуба;495;2011;
1497;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2012;417;2012;
1942;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2013;546;2013;
1417;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2017;386;2017;
643;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2020;188;2020;
2253;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2026;640;2026;
196;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2030;50;2030;
2260;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2031;643;2031;
2351;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2032;671;2032;
2426;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2033;692;2033;
2392;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2035;683;2035;
2282;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2036;649;2036;
2796;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2038;802;2038;
783;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2044;232;2044;
1950;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2046;549;2046;
1954;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2047;550;2047;
549;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №205 имени Героя Советского Союза Е.К. Лютикова;171;205;
1431;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2052;497;2052;
1420;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2053;387;2053;
42;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2054 ;17;2054;
74;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2055;27;2055;
1624;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2056;448;2056;
705;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №207;204;207;
2274;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2072;647;2072;
462;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2077;132;2077;
527;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №208;163;208;
575;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №212;177;212;
576;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №213;177;213;
577;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №215;177;215;
1001;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №219;284;219;
565;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №220;175;220;
550;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №221 ;171;221;
722;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №222;207;222;
687;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №224;198;224;
732;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №227;209;227;
141;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №228;37;228;
2830;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №229 имени Бауыржана Момышулы;813;229;
888;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №230 ;256;230;
558;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №231 ;173;231;
14;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №232;6;232;
946;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №233;268;233;
129;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №235;35;235;
708;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №236;205;236;
1101;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №237 имени В.Ф. Орлова;311;237;
871;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №241;250;241;
681;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №244;196;244;
972;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №245;275;245;
1012;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №246;288;246;
1070;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №249;303;249;
1987;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №25;562;25;
893;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №250;257;250;
636;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №251;187;251;
868;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №252;249;252;
1069;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №254;303;254;
840;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №255;244;255;
1029;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №258;291;258;
1102;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №259;311;259;
1988;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №26;562;26;
2638;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №261;749;261;
2559;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №262;725;262;
1086;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №267;308;267;
2306;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №273;658;273;
954;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №276;270;276;
936;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №277;265;277;
966;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №279 имени А.Т. Твардовского;273;279;
1842;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №28;537;28;
865;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №281;248;281;
919;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №283;262;283;
957;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №285 имени В.А. Молодцова;271;285;
931;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №289;264;289;
2685;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №29;764;29;
877;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №290;251;290;
55;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №292;22;292;
1058;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №296;300;296;
1035;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №297 «Свиблово»;293;297;
1092;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №298;309;298;
900;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №299;259;299;
1976;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №3;558;3;
765;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №300;264;300;
853;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №301;246;301;
836;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №302;243;302;
